PA,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
3610,NY-10,NY,New York,,,Yes,"NY-10 took a larger share of Manhattan, up from 18% to 25%, reaching north from its lower Manhattan and Brooklyn base. It stayed safely Democratic.",Yes,"NY-10 was redrawn, cutting its share of New York County from 39% to 18%. It was safely Democratic.",No,,No,,No,
3611,NY-11,NY,New York,,,Yes,NY-11's Staten Island and south Brooklyn lines were essentially unchanged. It remained Republican-leaning.,Yes,"NY-11 was redrawn, with only minor boundary adjustments. It leaned Republican.",No,,No,,No,
3612,NY-12,NY,New York,,,Yes,NY-12's Manhattan lines were only modestly adjusted. It stayed safely Democratic.,Yes,"NY-12 was redrawn, raising its share of New York County from 25% to 45%. It was safely Democratic.",No,,No,,No,
3613,NY-13,NY,New York,,,Yes,NY-13's share of Manhattan fell from 31% to 22% as NY-10 reached north. It remained safely Democratic.,Yes,"NY-13 was redrawn, trading territory with NY-12 and NY-15 within the same counties. It was safely Democratic.",No,,No,,No,
3614,NY-14,NY,New York,,,Yes,"NY-14's share of Queens fell from 14% to 9%, concentrating the district in the Bronx. It stayed safely Democratic.",Yes,"NY-14 was redrawn, trading territory with NY-15, NY-12 and NY-16 within the same counties. It was safely Democratic.",No,,No,,No,
3615,NY-15,NY,New York,,,Yes,"NY-15's share of the Bronx fell from 43% to 36%, with the territory going to NY-16. It remained safely Democratic.",Yes,"NY-15 was redrawn, raising its share of Bronx County from 21% to 43%. It was safely Democratic.",No,,No,,No,
3616,NY-16,NY,New York,,,Yes,"NY-16 reached deeper into the Bronx, raising its share there from 7% to 18% alongside its Westchester base. It stayed safely Democratic.",Yes,"NY-16 was redrawn, raising its share of Westchester County from 15% to 28% and cutting its share of Bronx County from 24% to 7%. It was safely Democratic.",No,,No,,No,
3617,NY-17,NY,New York,,,Yes,NY-17's Hudson Valley lines were only modestly adjusted. It remained one of the state's closest seats.,Yes,"NY-17 was redrawn, adding Putnam County, raising its share of Westchester County from 51% to 72% and taking 15% of Dutchess County. It was a Democratic-leaning toss-up.",No,,No,,No,
3618,NY-18,NY,New York,,,Yes,NY-18's share of Ulster County fell from 44% to 33%. It stayed a competitive Hudson Valley seat.,Yes,"NY-18 was redrawn, raising its share of Dutchess County from 20% to 85%, taking 44% of Ulster County and giving up Putnam County. It was a Democratic-leaning toss-up.",No,,No,,No,
3619,NY-19,NY,New York,,,Yes,"NY-19 shifted north and east, taking 68% of Rensselaer County, all of Otsego and more of Ulster, while giving up Tioga County and half of Cortland. It remained a closely divided seat.",Yes,"NY-19 was redrawn, adding Tompkins, Tioga, Chenango and Cortland counties, taking in the rest of Broome County and giving up Schoharie County. It was evenly split.",No,,No,,No,
3620,NY-20,NY,New York,,,Yes,NY-20 took 32% of Rensselaer and 22% of Montgomery counties while its share of Saratoga County fell from 100% to 43%. It stayed Democratic-leaning around Albany.,Yes,"NY-20 was redrawn, taking in the rest of Saratoga County, dropping out of Montgomery County and dropping out of Rensselaer County. It leaned Democratic.",No,,No,,No,
3621,NY-21,NY,New York,,,Yes,"NY-21 moved west and south, adding 73% of Oneida and 57% of Saratoga counties while giving up Rensselaer and Otsego counties and part of Montgomery. It remained solidly Republican.",Yes,"NY-21 was redrawn, adding Montgomery, Schoharie and Rensselaer counties, taking 58% of Otsego County and taking in the rest of Herkimer County. It was solidly Republican.",No,,No,,No,
3622,NY-22,NY,New York,,,Yes,"NY-22 shifted west, taking 59% of Cayuga and 48% of Cortland counties while its share of Oneida County fell from 100% to 27%. It stayed a competitive Syracuse-area seat.",Yes,"NY-22 was redrawn, adding Onondaga County, giving up Chenango and Cortland counties and dropping out of Broome County. It was a Democratic-leaning toss-up.",No,,No,,No,
3623,NY-23,NY,New York,,,Yes,"NY-23 took nearly all of Tioga County and a slice of Niagara, giving up half of Schuyler and part of Steuben. It remained solidly Republican.",Yes,"NY-23 was redrawn, taking 82% of Erie County, giving up Tompkins, Yates and Seneca counties and dropping out of Tioga County. It was solidly Republican.",No,,No,,No,
3624,NY-24,NY,New York,,,Yes,"NY-24 expanded across the northern tier, adding 53% of Schuyler, the rest of Orleans, more of Niagara and Jefferson and 23% of Steuben, while giving up most of Cayuga County. It stayed solidly Republican.",Yes,"NY-24 was redrawn, adding Livingston, Genesee, Yates, Ontario, Wyoming and Seneca counties, taking 66% of Jefferson County and taking in the rest of Oswego County. It was solidly Republican.",No,,No,,No,
3625,NY-25,NY,New York,,,Yes,"NY-25 gave up its share of Orleans County and took a sliver of Ontario, tightening around Rochester. It remained solidly Democratic.",Yes,"NY-25 was redrawn, taking 48% of Orleans County and taking in the rest of Monroe County. It leaned Democratic.",No,,No,,No,
3626,NY-26,NY,New York,,,Yes,"NY-26's share of Niagara County fell from 51% to 13%, concentrating the district in Buffalo and Erie County. It stayed solidly Democratic.",Yes,"NY-26 was redrawn, taking 51% of Niagara County. It was solidly Democratic.",No,,No,,No,
3627,NY-27,NY,New York,,,Inactive,,Inactive,,No,,No,,No,
3701,NC-01,NC,North Carolina,Yes,"NC-1 swapped four inland counties — Greene, Lenoir, Wilson and Wayne — to NC-3 and took in six coastal ones: Beaufort, Carteret, Craven, Dare, Hyde and Pamlico. The exchange grew its area by about half, remade it as a coastal district and moved it from the state's one competitive seat to a Republican-leaning one.",Yes,"NC-1 traded Franklin and Pitt counties for Currituck, Camden, Lenoir and Wayne, keeping its northeastern footprint but taking in more Republican territory. It moved from a narrowly Democratic seat to a narrowly Republican one.",Yes,"NC-1 was redrawn, adding Perquimans, Tyrrell, Franklin, Nash, Greene and Chowan counties and one more, taking in the rest of Wilson County and raising its share of Pitt County from 38% to 77%. It was a Democratic-leaning toss-up.",Yes,"NC-1 traded its Durham and Granville county territory for Greene, Nash and Wayne counties, keeping a dozen northeastern counties in place. The swap left the district markedly less Democratic than before.",No,,Yes,"NC-1 was made far more compact after being struck down as a racial gerrymander, taking in whole counties — Gates, Washington, Granville, Martin, Vance and Edgecombe — and most of Durham, while giving up its reaches into Greene, Pasquotank, Nash, Franklin, Perquimans, Lenoir and Craven. It remained safely Democratic."
3702,NC-02,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-02's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,NC-2's share of Wake County fell from 58% to 48% as Raleigh was divided differently. It remained safely Democratic.,Yes,"NC-2 was redrawn, giving up Franklin, Harnett and Nash counties, dropping out of Wilson County and dropping out of Johnston County. It was solidly Democratic.",Yes,"NC-2 was reduced to Wake County alone, shedding Franklin, Harnett and Nash counties and its shares of Johnston and Wilson. Concentrating the seat on Raleigh flipped it from Republican-leaning to solidly Democratic.",No,,Yes,"NC-2 was rebuilt around Raleigh's outskirts, taking Franklin and Nash counties, two-thirds of Wake and shares of Wilson and Johnston, while giving up Moore, Lee, Randolph, Hoke, Chatham and Cumberland. It became a Republican-leaning seat."
3703,NC-03,NC,North Carolina,Yes,"NC-3 was the other side of that swap, giving up the coastal counties of Beaufort, Carteret, Craven, Dare, Hyde and Pamlico and absorbing Greene, Lenoir, Wilson and Wayne. It lost about half its area and took on the more Democratic territory in the trade, though it stays Republican-leaning.",Yes,"NC-3 took nearly all of Pitt County, up from 23%, and gave up Currituck, Camden, Lenoir and Wayne counties to NC-1. It stayed solidly Republican.",Yes,"NC-3 was redrawn, adding Sampson and Duplin counties, taking 47% of Wayne County and giving up Perquimans, Tyrrell, Chowan, Pasquotank and Greene counties. It was safely Republican.",Yes,"NC-3 swapped Greene County for Duplin, otherwise keeping its 16-county coastal footprint intact. It remained safely Republican.",No,,Yes,"NC-3 consolidated on the coast and inner coastal plain, taking in all of Lenoir, Greene, Pasquotank, Perquimans and Craven counties and nearly all of Chowan, while giving up Pender, Gates, Washington, Martin and New Hanover. It stayed solidly Republican."
3704,NC-04,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-04's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-4 gave up Person, Alamance and Granville counties and picked up 30% of Chatham and 20% of Wake instead. It remained safely Democratic.",Yes,"NC-4 was redrawn, adding Person, Alamance and Granville counties, taking in the rest of Durham County and dropping out of Wake County. It was safely Democratic.",Yes,"NC-4 expanded north and west out of Durham and Orange counties, adding Franklin and Granville counties and shares of Chatham and Vance. It stayed safely Democratic.",No,,Yes,"NC-4 took in all of Orange County and a third of Wake, giving up Chatham, Harnett, Cumberland and Alamance and most of its Durham County share. It remained safely Democratic."
3705,NC-05,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-05's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-5 moved east, adding Rockingham and Alexander counties and 30% of Guilford while giving up Yadkin, Avery, Davie and Mitchell counties and its share of Forsyth. It stayed solidly Republican.",Yes,"NC-5 was redrawn, adding Mitchell and Davie counties, taking 93% of Caldwell County and giving up Alexander County. It was solidly Republican.",Yes,"NC-5 shifted southwest, taking Burke, Caldwell, Cleveland and Gaston counties and part of Rutherford while giving up Forsyth, Surry, Stokes, Yadkin and Avery. It became substantially more Republican.",No,,Yes,"NC-5 moved north and west, adding Stokes, Surry and Avery counties and the rest of Forsyth while giving up Davie, Iredell, Rowan and Davidson. It stayed solidly Republican."
3706,NC-06,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-06's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-6 was rebuilt around Davidson, Rowan and Davie counties and part of Cabarrus, giving up Rockingham and Caswell counties and all but 14% of Guilford. The redraw turned a Democratic-leaning Greensboro seat into a solidly Republican one.",Yes,"NC-6 was redrawn, taking in the rest of Guilford County, taking 24% of Forsyth County and giving up Randolph, Person, Chatham, Alamance and Lee counties. It leaned Democratic.",Yes,"NC-6 was reduced to the Piedmont Triad, pairing Guilford County with part of Forsyth after shedding Alamance, Caswell, Chatham, Lee, Person, Randolph and Rockingham. The change flipped it from a Republican seat to a solidly Democratic one.",No,,Yes,"NC-6 shifted south, taking in all of Randolph and Chatham counties, nearly all of Lee and the rest of Alamance, while giving up Stokes, Surry, Orange, Durham and Granville and part of Guilford. It remained solidly Republican."
3707,NC-07,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-07's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-7 took 19% of Sampson County and more of Cumberland, giving up more than half of Robeson County. It remained solidly Republican.",Yes,"NC-7 was redrawn, adding Robeson County, taking 71% of Cumberland County and taking in the rest of Bladen County. It was solidly Republican.",Yes,"NC-7 gave up Duplin and Wayne counties and took in part of Harnett, keeping its southeastern coastal base. It remained solidly Republican.",No,,Yes,"NC-7 took in all of Wayne, Pender and New Hanover counties while giving up Lenoir, Hoke and Cumberland and much of Bladen and Johnston. It stayed solidly Republican."
3708,NC-08,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-08's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-8 moved west and south, adding Scotland County, 57% of Robeson, nearly all of Richmond, more of Cabarrus and 14% of Mecklenburg, while giving up Rowan and Davidson counties. It stayed solidly Republican.",Yes,"NC-8 was redrawn, adding Union, Davidson and Anson counties, taking 73% of Richmond County and taking in the rest of Rowan County. It was safely Republican.",Yes,NC-8 traded Hoke County and its share of Rowan for shares of Harnett and Lee. It stayed Republican-leaning.,No,,Yes,"NC-8 moved east, adding Hoke and Moore counties and 47% of Cumberland while giving up Scotland, Richmond, Anson, Robeson, Union and Davidson. It remained solidly Republican."
3709,NC-09,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-09's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-9 shifted north to take all of Alamance and 55% of Guilford County, giving up Scotland and Lee counties and parts of Chatham and Cumberland. The redraw made it solidly Republican.",Yes,"NC-9 was redrawn, adding Randolph, Chatham, Moore, Lee and Hoke counties, taking 33% of Harnett County and giving up Robeson, Union and Anson counties. It leaned Republican.",Yes,NC-9 took in Hoke County and part of Moore while giving up its shares of Bladen and Cumberland. It remained Republican-leaning.,No,,Yes,"NC-9 was rebuilt along the southern border, taking Scotland, Robeson, Richmond and Anson counties, all of Union and shares of Bladen and Cumberland, while giving up Iredell and most of Mecklenburg. It stayed solidly Republican."
3710,NC-10,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-10's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-10 moved east into the Piedmont Triad, taking Yadkin County and 66% of Forsyth while giving up Burke, Cleveland, Alexander and Rutherford counties. It remained solidly Republican.",Yes,"NC-10 was redrawn, adding Burke, Alexander and Iredell counties, giving up Polk County and cutting its share of Gaston County from 99% to 29%. It was safely Republican.",Yes,"NC-10 moved east across the Piedmont, adding Rockingham, Surry, Stokes and Yadkin counties and part of Forsyth while giving up Gaston, Cleveland, Polk, Rutherford and its share of Buncombe. It became safely Republican.",No,,Yes,NC-10's western Piedmont lines were left unchanged by the 2016 map. It remained solidly Republican.
3711,NC-11,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-11's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,NC-11 added Avery and Mitchell counties in the mountains and gave up half of Polk County and its share of Rutherford. It stayed solidly Republican.,Yes,"NC-11 was redrawn, adding Polk County, taking 47% of Rutherford County and taking in the rest of Buncombe County. It was solidly Republican.",Yes,"NC-11 added Avery and Polk counties and part of Rutherford while giving up Burke and Caldwell, keeping its 14-county mountain core. It remained solidly Republican.",No,,Yes,"NC-11 gave up Avery County, otherwise keeping its far-western mountain footprint. It stayed solidly Republican."
3712,NC-12,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-12's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-12 gave up its share of Cabarrus County and saw its share of Mecklenburg fall from 58% to 48%, tightening around Charlotte. It remained safely Democratic.",Yes,"NC-12 was redrawn, taking 39% of Cabarrus County and cutting its share of Mecklenburg County from 82% to 58%. It was solidly Democratic.",Yes,"NC-12 stayed wholly inside Mecklenburg County, covering the same county as before, though its lines within Charlotte were adjusted. It remained safely Democratic.",No,,Yes,"NC-12 was the other district struck down as a racial gerrymander: the narrow band that had run up Interstate 85 from Charlotte through Davidson, Rowan, Guilford, Cabarrus and Forsyth was replaced by a compact seat with 81% of Mecklenburg County. It remained safely Democratic."
3713,NC-13,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-13's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-13 was rebuilt north and east of the Triangle, taking Person, Caswell, Franklin, Lee and Granville counties and the rest of Harnett while giving up Wayne County and part of Wake. The change turned a competitive seat into a solidly Republican one.",Yes,"NC-13 was redrawn, adding Johnston County, taking 67% of Harnett County and taking 53% of Wayne County. It was a Republican-leaning toss-up.",Yes,"NC-13 was rebuilt across the central Piedmont, taking Alamance, Caswell, Person and Randolph counties plus shares of Chatham and Lee while giving up its share of Guilford. It went from a competitive seat to a safely Republican one.",No,,Yes,"NC-13 was relocated from the northeast of the state to the central Piedmont, built on Davidson, Davie and Iredell counties with shares of Guilford and Rowan, after giving up Wayne, Wilson, Wake, Franklin, Nash, Vance, Edgecombe and Granville. It became a Republican-leaning seat."
3714,NC-14,NC,North Carolina,Yes,"North Carolina's 2025 redraw changed only NC-1 and NC-3, swapping counties between them. NC-14's boundaries were left as they were, and it runs on the same lines it used in 2024.",Yes,"NC-14 was remade as a western district, taking Cleveland, Burke and Rutherford counties, half of Polk and the rest of Gaston. It flipped from Democratic-leaning to solidly Republican.",Yes,"NC-14 was a new seat, created when North Carolina gained a district in the 2020 reapportionment, drawn from parts of Gaston and Mecklenburg counties. It leaned Democratic.",Inactive,,Inactive,,Inactive,
3801,ND-01,ND,North Dakota,,,No,,No,,No,,No,,No,
3901,OH-01,OH,Ohio,Yes,"OH-1 grew by nearly 80% in area, adding Clinton County and rural territory from OH-2 while its share of Hamilton County rose from 49% to 62%. The trade of Cincinnati suburbs for rural ground left the seat a narrow toss-up rather than the Democratic-leaning district it had been.",No,,Yes,"OH-1 was reshaped, cutting its share of Hamilton County from 70% to 49%. It was a Democratic-leaning toss-up.",No,,No,,No,
3902,OH-02,OH,Ohio,Yes,"OH-2 shifted east along the Ohio River, adding Athens, Morgan and Washington counties and part of Perry, while giving up Clinton, Pickaway and Highland counties to OH-1 and OH-15. It remains safely Republican.",No,,Yes,"OH-2 kept most of its previous shape, adding 8 whole counties, among them Pickaway, Meigs and Gallia counties, taking in the rest of Ross County and taking in the rest of Scioto County. It was safely Republican.",No,,No,,No,
3903,OH-03,OH,Ohio,Yes,"OH-3 kept its Columbus core inside Franklin County, with only small adjustments along its edges with OH-12 and OH-15. It stays the most Democratic district in the state.",No,,Yes,"OH-3 was reshaped, trading territory with OH-12 and OH-15 within the same counties. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
3904,OH-04,OH,Ohio,Yes,"OH-4 moved west and south, taking Mercer and Van Wert counties, the rest of Shelby and 60% of Clark County. It gave up Ashland County entirely, most of Richland and part of Delaware, and remains safely Republican.",No,,Yes,"OH-4 was reshaped, adding Richland, Morrow, Ashland and Hardin counties, taking 67% of Delaware County and taking in the rest of Marion County. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
3905,OH-05,OH,Ohio,Yes,"OH-5 gave up Ohio's northwestern corner — Paulding, Henry, Putnam, Mercer and Van Wert counties — and moved east instead, adding Sandusky County, 61% of Richland and the remainder of Wyandot and Wood. It stays solidly Republican.",No,,Yes,"OH-5 was reshaped, adding Crawford, Huron, Seneca and Lorain counties, taking in the rest of Mercer County and giving up Defiance, Williams, Fulton and Hardin counties. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
3906,OH-06,OH,Ohio,Yes,"OH-6 pulled back from the Ohio River, losing Monroe, Washington and Noble counties and a third of Mahoning, and moved inland to take the rest of Tuscarawas, half of Wayne, part of Holmes and more of Stark. It remains safely Republican.",No,,Yes,"OH-6 was reshaped, taking 64% of Stark County, taking in the rest of Mahoning County and giving up Guernsey, Meigs, Gallia, Lawrence and Jackson counties. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
3907,OH-07,OH,Ohio,Yes,OH-7 added Ashland County from OH-4 and gave up half of Wayne County and its share of Holmes. It stays Republican-leaning.,No,,Yes,"OH-7 was rebuilt almost from scratch, adding Wayne County, taking 52% of Cuyahoga County and taking in the rest of Medina County. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Republican.",No,,No,,No,
3908,OH-08,OH,Ohio,Yes,"OH-8's share of Hamilton County fell from 50% to 37% and its share of Butler from 99% to 84%, with the Cincinnati suburbs going to OH-1. Trading them for territory from OH-15 left the seat somewhat less Republican but still solidly so.",No,,Yes,"OH-8 was reshaped, taking 50% of Hamilton County, giving up Clark County and cutting its share of Miami County from 100% to 23%. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,No,
3909,OH-09,OH,Ohio,Yes,"OH-9 stretched inland from the Lake Erie shore, adding the rural counties of Putnam, Henry and Paulding from OH-5 while giving up Sandusky County and most of its share of Wood. The added territory made this the state's hardest Democratic hold, now Republican-leaning.",No,,Yes,"OH-9 was reshaped, adding Defiance, Sandusky, Williams and Fulton counties, taking in the rest of Lucas County and taking in the rest of Ottawa County. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Republican-leaning toss-up.",No,,No,,No,
3910,OH-10,OH,Ohio,Yes,"OH-10 picked up 16% of Butler County from OH-8 and gave up its share of Clark County, tightening around Dayton and Montgomery County. It remains narrowly Republican-leaning.",No,,Yes,"OH-10 was reshaped, taking 29% of Clark County and dropping out of Fayette County. It leaned Republican.",No,,No,,No,
3911,OH-11,OH,Ohio,Yes,"OH-11 kept its Cleveland-to-Akron corridor essentially unchanged, with only edge adjustments toward OH-7. It stays safely Democratic.",No,,Yes,"OH-11 kept most of its previous shape, raising its share of Cuyahoga County from 35% to 48% and dropping out of Summit County. It was safely Democratic.",No,,No,,No,
3912,OH-12,OH,Ohio,Yes,"OH-12 traded its southern end for territory to the east: out went Athens, Morgan and Tuscarawas counties and part of Perry, in came Monroe and Noble counties and a larger share of Delaware County, up from 33% to 53%. It remains safely Republican.",No,,Yes,"OH-12 was substantially redrawn, adding Guernsey, Fairfield, Coshocton, Athens, Morgan and Perry counties and one more, taking 76% of Holmes County and taking 55% of Tuscarawas County. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
3913,OH-13,OH,Ohio,Yes,"OH-13 held its Akron-to-Canton shape but shifted north, adding a slice of Portage County including Kent and cutting its share of Stark County from 35% to 23%. The change made it a modestly Democratic-leaning seat.",No,,Yes,"OH-13 was rebuilt almost from scratch, taking in the rest of Summit County, raising its share of Stark County from 6% to 36% and dropping out of Trumbull County. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Republican-leaning toss-up.",No,,No,,No,
3914,OH-14,OH,Ohio,Yes,"OH-14 extended south to take a third of Mahoning County and the Youngstown area from OH-6, giving up a small part of Portage. It stays solidly Republican.",No,,Yes,"OH-14 kept most of its previous shape, taking in the rest of Portage County, taking in the rest of Trumbull County and dropping out of Summit County. It was solidly Republican.",No,,No,,No,
3915,OH-15,OH,Ohio,Yes,"OH-15 grew 40% in area, adding Pickaway and Highland counties and the rest of Fayette from OH-2, while giving up its half of Shelby County and cutting its share of Clark from 71% to 39%. It remains Republican-leaning.",No,,Yes,"OH-15 was rebuilt almost from scratch, taking 77% of Miami County, taking 71% of Clark County and giving up Pickaway, Hocking, Fairfield, Clinton, Morgan and Vinton counties and one more. Ohio lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Republican.",No,,No,,No,
3916,OH-16,OH,Ohio,Inactive,,Inactive,,Inactive,,No,,No,,No,
4001,OK-01,OK,Oklahoma,,,No,,Yes,"OK-1 was reshaped, giving up Washington County and cutting its share of Wagoner County from 98% to 59%. It was solidly Republican.",No,,No,,No,
4002,OK-02,OK,Oklahoma,,,No,,Yes,"OK-2 kept most of its previous shape, adding Washington County and taking 41% of Wagoner County. It was safely Republican.",No,,No,,No,
4003,OK-03,OK,Oklahoma,,,No,,Yes,"OK-3 kept most of its previous shape, taking 12% of Oklahoma County, giving up Lincoln County and cutting its share of Logan County from 100% to 42%. It was safely Republican.",No,,No,,No,
4004,OK-04,OK,Oklahoma,,,No,,Yes,"OK-4 kept most of its previous shape, trading territory with OK-5, OK-3 and OK-2 within the same counties. It was safely Republican.",No,,No,,No,
4005,OK-05,OK,Oklahoma,,,No,,Yes,"OK-5 kept most of its previous shape, adding Lincoln County, taking 58% of Logan County and taking 18% of Canadian County. It was solidly Republican.",No,,No,,No,
4101,OR-01,OR,Oregon,,,No,,Yes,"OR-1 was reshaped, adding Tillamook County and giving up Yamhill County. It was safely Democratic.",No,,No,,No,
4102,OR-02,OR,Oregon,,,No,,Yes,"OR-2 kept most of its previous shape, taking in the rest of Josephine County, taking 56% of Douglas County and giving up Hood River County. It was safely Republican.",No,,No,,No,
4103,OR-03,OR,Oregon,,,No,,Yes,"OR-3 was reshaped, adding Hood River County and cutting its share of Clackamas County from 39% to 29%. It was safely Democratic.",No,,No,,No,
4104,OR-04,OR,Oregon,,,No,,Yes,"OR-4 was reshaped, adding Lincoln County, giving up Linn County and dropping out of Josephine County. Oregon gained a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,No,
4105,OR-05,OR,Oregon,,,No,,Yes,"OR-5 was substantially redrawn, adding Linn County, taking 39% of Deschutes County and giving up Polk, Lincoln and Tillamook counties. Oregon gained a seat in the 2020 reapportionment, which shifted lines across the state. It was a Democratic-leaning toss-up.",No,,No,,No,
4106,OR-06,OR,Oregon,,,No,,Yes,"OR-6 was a new seat, created when Oregon gained a district in the 2020 reapportionment, built on Yamhill and Polk counties. It leaned Democratic.",Inactive,,Inactive,,Inactive,
4201,PA-01,PA,Pennsylvania,,,No,,Yes,"PA-1 kept most of its previous shape, raising its share of Montgomery County from 7% to 20%. It was solidly Republican.",No,,Yes,"PA-1 was moved out of Philadelphia entirely and reassigned to Bucks County, taking in almost all of it plus a sliver of Montgomery — territory that had been PA-8. It went from a safely Democratic city seat to one of the state's most closely divided districts.",No,
4202,PA-02,PA,Pennsylvania,,,No,,Yes,"PA-2 kept most of its previous shape, trading territory with PA-3 and PA-4 within the same counties. It was safely Democratic.",No,,Yes,"PA-2 stayed a Philadelphia district but was almost entirely reconfigured, ending up with 44% of the city as the court's map redrew all of Philadelphia's seats. It remained safely Democratic.",No,
4203,PA-03,PA,Pennsylvania,,,No,,Yes,"PA-3 kept most of its previous shape, trading territory with PA-5 and PA-4 within the same counties. It was safely Democratic.",No,,Yes,"PA-3 was relocated clear across the state, from the far northwest — Crawford, Mercer, Butler, Lawrence and Armstrong counties — into Philadelphia, where it took 36% of the city. It flipped from safely Republican to the most Democratic district in Pennsylvania.",No,
4204,PA-04,PA,Pennsylvania,,,No,,Yes,"PA-4 was reshaped, taking 44% of Berks County and cutting its share of Montgomery County from 88% to 73%. It leaned Democratic.",No,,Yes,"PA-4 was moved from south-central Pennsylvania, where it had covered York, Adams and Cumberland counties, to Montgomery County, taking in 88% of it. It flipped from a Republican seat to a solidly Democratic one.",No,
4205,PA-05,PA,Pennsylvania,,,No,,Yes,"PA-5 kept most of its previous shape, trading territory with PA-4, PA-6 and PA-3 within the same counties. It was solidly Democratic.",No,,Yes,"PA-5 was moved from the northern tier — Clearfield, Centre, Potter, McKean and Elk counties — to the Philadelphia suburbs, taking nearly all of Delaware County plus 17% of the city. It went from safely Republican to solidly Democratic.",No,
4206,PA-06,PA,Pennsylvania,,,No,,Yes,"PA-6 kept most of its previous shape, trading territory with PA-9, PA-4 and PA-11 within the same counties. It leaned Democratic.",No,,Yes,"PA-6 was consolidated around Chester County, taking in nearly all of it and 19% of Berks while giving up its Montgomery and Lebanon county arms. It shifted from a Republican-leaning seat to a narrowly Democratic one.",No,
4207,PA-07,PA,Pennsylvania,,,No,,Yes,"PA-7 kept most of its previous shape, adding Carbon County and cutting its share of Monroe County from 24% to 11%. It was a Republican-leaning toss-up.",No,,Yes,"PA-7 was relocated to the Lehigh Valley, taking all of Northampton and Lehigh counties and a quarter of Monroe. It replaced the sprawling five-county district around Philadelphia that had been nicknamed “Goofy Kicking Donald Duck,” and remained closely divided.",No,
4208,PA-08,PA,Pennsylvania,,,No,,Yes,"PA-8 kept most of its previous shape, raising its share of Monroe County from 76% to 89%. It leaned Republican.",No,,Yes,"PA-8 was moved from Bucks County to northeastern Pennsylvania, built on Lackawanna, Wayne and Pike counties with most of Monroe and about half of Luzerne. On recent presidential results it was solidly Republican.",No,
4209,PA-09,PA,Pennsylvania,,,No,,Yes,"PA-9 was reshaped, adding Wyoming, Susquehanna, Sullivan and Bradford counties, taking in the rest of Northumberland County and taking 28% of Lycoming County. It was safely Republican.",No,,Yes,"PA-9 moved east across the state, built on Schuylkill, Columbia and Carbon counties with most of Berks and half of Luzerne, replacing a southwestern district anchored on Bedford, Blair and Fayette. It stayed safely Republican.",No,
