office,state,race,year,election_type,party,candidate,fec_id,reports,receipts_sept,receipts_full_from_reports,receipts_final_csv
H,WA,WA-07,2022,Regular,D,Pramila Jayapal,H6WA07458,11,2218014.67,2772436.29,2772436.29
H,WA,WA-07,2022,Regular,R,Cliff Moon,H2WA07127,4,0.00,8019.18,8019.18
H,WA,WA-08,2022,Regular,D,Kim Schrier,H8WA08189,11,6101565.78,9640767.33,9640767.33
H,WA,WA-08,2022,Regular,R,Matt Larkin,H2WA08182,14,970033.00,2810552.79,2810552.79
H,WA,WA-09,2022,Regular,D,Adam Smith,H6WA09025,11,1016580.54,1386775.73,1386775.73
H,WA,WA-09,2022,Regular,R,Doug Basler,H4WA09061,11,44826.19,133962.28,133962.28
H,WA,WA-10,2022,Regular,D,Marilyn Strickland,H0WA10034,11,1372458.23,1911259.96,1911259.96
H,WA,WA-10,2022,Regular,R,Keith Swank,H2WA08166,8,61598.08,184645.22,185895.22
H,WI,WI-01,2022,Regular,D,Ann Roe,H2WI01100,9,509623.56,837192.65,837192.65
H,WI,WI-01,2022,Regular,R,Bryan Steil,H8WI01156,11,2695212.43,3616861.88,3616861.88
H,WI,WI-02,2022,Regular,D,Mark Pocan,H2WI02124,11,770882.65,1143752.09,1143752.09
H,WI,WI-02,2022,Regular,R,Erik Olsen,H2WI02181,6,21672.00,89666.70,89666.7
H,WI,WI-03,2022,Regular,D,Brad Pfaff,H2WI03122,8,722498.51,1890260.75,1890260.75
H,WI,WI-03,2022,Regular,R,Derrick Van Orden,H0WI03175,16,4543993.43,6479115.13,6479115.13
H,WI,WI-04,2022,Regular,D,Gwen Moore,H4WI04183,11,866957.98,1220473.56,1220473.56
H,WI,WI-05,2022,Regular,D,Mike Van Someren,H2WI05275,8,101045.55,145774.11,145774.11
H,WI,WI-05,2022,Regular,R,Scott Fitzgerald,H0WI05113,11,746725.16,996710.79,996710.79
H,WI,WI-06,2022,Regular,R,Glenn Grothman,H4WI06048,11,1059843.64,1257735.36,1257735.36
H,WI,WI-07,2022,Regular,D,Richard Dick Ausman,H2WI07123,6,16910.45,105619.13,105619.13
H,WI,WI-07,2022,Regular,R,Tom Tiffany,H0WI07101,11,753061.38,1181268.65,1181268.65
H,WI,WI-08,2022,Regular,R,Mike Gallagher,H6WI08155,11,2738781.77,3193072.93,3193072.93
H,WV,WV-01,2022,Regular,R,Carol Miller,H8WV03097,11,828914.25,1236366.77,1236366.77
H,WV,WV-02,2022,Regular,D,Barry Lee Wendell,H2WV02191,6,6519.00,28025.43,28025.43
H,WV,WV-02,2022,Regular,R,Alexander Mooney,H4WV02080,20,3987714.03,4477286.55,4477286.55
H,WY,WY-01,2022,Regular,D,Lynnette Grey Bull,H0WY01036,11,11012.89,87407.75,87407.75
H,WY,WY-01,2022,Regular,R,Harriet Hageman,H2WY00166,9,4411364.28,5737078.70,5737078.7
S,AK,AK,2022,Regular,D,Patricia Chesbro,S2AK00226,6,49602.83,188577.24,188577.24
S,AK,AK,2022,Regular,R,Lisa Murkowski,S4AK00099,11,7506100.36,9319257.30,9319257.3
S,AL,AL,2022,Regular,D,Will Boyd,S2AL00251,7,54315.77,134567.28,134567.28
S,AL,AL,2022,Regular,R,Katie Britt,S2AL00145,13,8996181.99,11452175.67,11452928.7
S,AR,AR,2022,Regular,D,Natalie James,S2AR00115,9,46783.38,81480.89,81480.89
S,AR,AR,2022,Regular,R,John Boozman,S0AR00150,11,5763058.28,6769987.02,6769987.02
S,AZ,AZ,2022,Regular,D,Mark Kelly,S0AZ00350,11,54141014.69,92771344.07,92771344.07
S,AZ,AZ,2022,Regular,R,Blake Masters,S2AZ00372,10,4950182.20,15651794.90,15659648.59
S,CA,CA,2022,Regular,D,Alex Padilla,S2CA00955,11,10446727.33,11784617.88,11784617.88
S,CA,CA,2022,Regular,R,Mark Meuser,S2CA01060,9,495881.35,1052436.88,1052436.88
S,CO,CO,2022,Regular,D,Michael Bennet,S0CO00211,11,13010452.91,20720493.62,20720493.62
S,CO,CO,2022,Regular,R,Joe O'Dea,S2CO00241,10,3539547.69,10234243.47,10234964.77
S,CT,CT,2022,Regular,D,Richard Blumenthal,S0CT00177,11,6184197.69,7272349.12,7272349.12
S,CT,CT,2022,Regular,R,Leora Levy,S2CT00314,9,1644380.22,3073546.37,3075949.62
S,FL,FL-2,2022,Regular,D,Val Demings,S2FL00631,11,47857955.96,81084464.15,81084464.15
S,FL,FL-2,2022,Regular,R,Marco Rubio,S0FL00338,11,29280468.90,43477113.48,43477113.48
S,GA,GA,2022,Regular,D,Raphael Warnock,S0GA00559,12,61953986.22,183633349.64,206593947.75
S,GA,GA,2022,Regular,R,Herschel Walker,S2GA00225,12,20217090.29,73737586.72,73748652.12
S,HI,HI,2022,Regular,D,Brian Schatz,S4HI00136,11,2041743.60,2507733.56,2507733.56
S,IA,IA,2022,Regular,D,Michael Franken,S2IA00172,8,4633291.95,11468780.34,11468780.34
S,IA,IA,2022,Regular,R,Chuck Grassley,S0IA00028,11,6087290.05,9533640.63,9533640.63
S,ID,ID,2022,Regular,D,David Roth,S2ID00178,7,26146.61,99856.87,99856.87
S,ID,ID,2022,Regular,R,Mike Crapo,S8ID00027,11,3583862.11,4821698.11,4821698.11
S,IL,IL,2022,Regular,D,Tammy Duckworth,S6IL00292,11,11451556.76,14799221.88,14799221.88
S,IL,IL,2022,Regular,R,Kathy Salvi,S2IL00267,7,434703.91,1348614.89,1348614.89
S,IN,IN,2022,Regular,D,Tom McDermott,S2IN00208,11,658596.34,1362606.43,1362606.43
S,IN,IN,2022,Regular,R,Todd Young,S6IN00191,11,9071379.04,10976445.53,10976445.53
S,KS,KS,2022,Regular,D,Mark Holland,S2KS00113,8,437100.54,905074.24,905074.24
S,KS,KS,2022,Regular,R,Jerry Moran,S0KS00091,11,4021544.40,5531189.35,5531189.35
S,KY,KY,2022,Regular,D,Charles Booker,S0KY00420,9,4539152.87,6556072.38,6556072.38
S,KY,KY,2022,Regular,R,Rand Paul,S0KY00156,11,19496595.60,25042402.65,25042402.65
S,LA,LA,2022,Regular,D,Gary Chambers,S2LA00150,10,1380897.67,1728794.32,1728794.32
S,LA,LA,2022,Regular,R,John Kennedy,S4LA00065,10,21658252.64,34338881.57,34338881.57
S,MD,MD,2022,Regular,D,Chris Van Hollen,S6MD03441,10,5814676.66,6615217.92,6615217.92
S,MO,MO,2022,Regular,D,Trudy Busch Valentine,S2MO00692,7,3415784.72,18322281.62,18322281.62
S,MO,MO,2022,Regular,R,Eric Schmitt,S2MO00544,11,3640437.25,6563711.81,6566085.82
S,NC,NC,2022,Regular,D,Cheri Beasley,S2NC00497,10,16023799.35,38948343.76,38948343.76
S,NC,NC,2022,Regular,R,Ted Budd,S2NC00505,13,6475739.10,14889163.92,14904162.55
S,ND,ND,2022,Regular,D,Katrina Christiansen,S2ND00123,7,27547.94,112995.97,112995.97
S,ND,ND,2022,Regular,R,John Hoeven,S0ND00093,11,2442432.02,3320462.86,3320462.86
S,NH,NH,2022,Regular,D,Maggie Hassan,S6NH00091,11,26103142.31,37045597.33,37045597.33
S,NH,NH,2022,Regular,R,Don Bolduc,S0NH00326,14,578943.05,4172309.82,4181564.45
S,NV,NV,2022,Regular,D,Catherine Cortez Masto,S6NV00200,11,23599495.47,60613860.94,60613860.94
S,NV,NV,2022,Regular,R,Adam Laxalt,S2NV00324,11,7337910.09,19100373.15,19108847.34
S,NY,NY,2022,Regular,D,Chuck Schumer,S8NY00082,11,35091029.67,37885457.97,37885457.97
S,NY,NY,2022,Regular,R,Joe Pinion,S2NY00499,7,254396.92,592671.29,592671.29
S,OH,OH-2,2022,Regular,D,Tim Ryan,S2OH00402,10,21773131.60,57770819.94,57770819.94
S,OH,OH-2,2022,Regular,R,JD Vance,S2OH00436,11,3624546.74,15994259.01,15994977.29
S,OK,OK,2022,Special,D,Kendra Horn,S2OK00228,11,761524.64,1903985.66,1903985.66
S,OK,OK,2022,Special,R,Markwayne Mullin,S2OK00186,12,3608250.53,5569955.21,5569955.21
S,OK,OK,2022,Regular,D,Madison Horn,S2OK00152,9,157452.54,372106.81,372106.81
S,OK,OK,2022,Regular,R,James Lankford,S4OK00232,11,5006739.20,5868351.84,5868351.84
S,OR,OR,2022,Regular,D,Ron Wyden,S6OR00110,11,9192702.03,10512321.06,10512321.06
S,OR,OR,2022,Regular,R,Jo Rae Perkins,S4OR00156,11,41030.18,125595.62,125792.28
S,PA,PA,2022,Regular,D,John Fetterman,S6PA00274,11,26051772.63,81640963.64,76336560.56
S,PA,PA,2022,Regular,R,Mehmet Oz,S2PA00638,10,18995628.02,51070110.47,51080108.65
S,SC,SC,2022,Regular,D,Krystle Matthews,S2SC00103,11,103431.41,135365.58,135365.58
S,SC,SC,2022,Regular,R,Tim Scott,S4SC00240,11,35325367.00,43127151.37,43127151.37
S,SD,SD,2022,Regular,D,Brian Bengs,S2SD00126,8,151531.68,497968.04,497968.04
S,SD,SD,2022,Regular,R,John Thune,S2SD00068,11,5646370.66,7547602.66,7547602.66
S,UT,UT,2022,Regular,D,Evan McMullin,S2UT00369,8,3264480.16,7988427.79,7988427.79
S,UT,UT,2022,Regular,R,Mike Lee,S0UT00165,11,6306705.00,10885232.67,10885232.67
S,VT,VT,2022,Regular,D,Peter Welch,S2VT00235,8,4611564.06,5390836.54,5390836.54
S,VT,VT,2022,Regular,R,Gerald Malloy,S2VT00292,7,139856.22,397262.11,397262.11
S,WA,WA,2022,Regular,D,Patty Murray,S2WA00189,11,10200825.69,16112355.03,16112355.03
S,WA,WA,2022,Regular,R,Tiffany Smiley,S2WA00387,11,7094565.58,20995067.60,21007197.75
S,WI,WI,2022,Regular,D,Mandela Barnes,S2WI00441,9,7004077.31,42336589.43,42336589.43
S,WI,WI,2022,Regular,R,Ron Johnson,S0WI00197,11,16117095.82,34920572.47,34920572.47
H,AK,AK-01,2024,Regular,D,Mary Peltola,H2AK01158,11,7541673.55,13443537.46,13443537.46
H,AK,AK-01,2024,Regular,R,Nick Begich,H2AK01083,12,982929.40,2792806.76,2810467.65
H,AL,AL-01,2024,Regular,D,Tom Holmes,H4AL01255,7,8469.98,17698.86,17698.86
H,AL,AL-01,2024,Regular,R,Barry Moore,H8AL02171,11,969981.71,1130187.30,1130187.3
H,AL,AL-02,2024,Regular,D,Shomari Figures,H4AL02170,9,894272.60,2628628.73,2628628.73
H,AL,AL-02,2024,Regular,R,Caroleene Dobson,H4AL02220,9,2218688.45,3857871.22,3857871.22
H,AL,AL-03,2024,Regular,R,Mike Rogers,H2AL03032,11,2230032.16,2931555.95,2931555.95
H,AL,AL-04,2024,Regular,R,Robert Aderholt,H6AL04098,11,1093798.82,1499911.78,1499911.78
H,AL,AL-05,2024,Regular,R,Dale Strong,H2AL05102,11,1088282.83,1301231.26,1301231.26
H,AL,AL-06,2024,Regular,D,Elizabeth Anderson,H4AL06189,8,48706.00,208724.38,208724.38
H,AL,AL-06,2024,Regular,R,Gary Palmer,H4AL06098,11,1528724.60,1728601.16,1728601.16
H,AL,AL-07,2024,Regular,D,Terri Sewell,H0AL07086,11,2412980.04,3036770.95,3036770.95
H,AL,AL-07,2024,Regular,R,Robin Litaker,H4AL07104,8,25964.43,42634.27,42634.27
H,AR,AR-01,2024,Regular,D,Rodney Govens,H4AR01077,7,49022.67,95238.76,95238.76
H,AR,AR-01,2024,Regular,R,Rick Crawford,H0AR01083,11,832119.55,1098029.43,1098029.43
H,AR,AR-02,2024,Regular,D,Marcus Jones,H4AR02232,8,205915.71,476872.35,476872.35
H,AR,AR-02,2024,Regular,R,French Hill,H4AR02141,11,2820819.86,3802050.59,3802050.59
H,AR,AR-03,2024,Regular,R,Steve Womack,H0AR03055,11,1948449.20,2474937.89,2474937.89
H,AR,AR-04,2024,Regular,D,Risie Howard,H4AR04089,5,4193.48,12981.87,12981.87
H,AR,AR-04,2024,Regular,R,Bruce Westerman,H4AR04048,11,2134041.30,2736566.95,2736566.95
H,AZ,AZ-01,2024,Regular,D,Amish Shah,H4AZ01194,9,911645.24,5787808.34,6343150.1
H,AZ,AZ-01,2024,Regular,R,David Schweikert,H4AZ06045,11,2705351.10,4213494.89,4213494.89
H,AZ,AZ-02,2024,Regular,D,Jonathan Nez,H4AZ02184,8,1173120.10,5522850.09,5522850.09
H,AZ,AZ-02,2024,Regular,R,Eli Crane,H2AZ01354,13,5532329.88,8559239.47,8559239.47
H,AZ,AZ-03,2024,Regular,D,Yassamin Ansari,H4AZ03109,10,1886723.73,2876682.29,2876682.29
H,AZ,AZ-03,2024,Regular,R,Jeff Zink,H2AZ07187,11,44817.00,60847.00,60847.0
H,AZ,AZ-04,2024,Regular,D,Greg Stanton,H8AZ09040,11,2000910.63,2796248.73,2796248.73
H,AZ,AZ-04,2024,Regular,R,Kelly Cooper,H2AZ09191,13,455726.75,788327.20,788327.2
H,AZ,AZ-05,2024,Regular,D,Katrina Schaffner,H4AZ05112,6,24584.02,69745.77,69745.77
H,AZ,AZ-05,2024,Regular,R,Andy Biggs,H6AZ05083,11,1082359.75,1383059.41,1383059.41
H,AZ,AZ-06,2024,Regular,D,Kirsten Engel,H2AZ02311,11,4351232.00,8461618.48,8461618.48
H,AZ,AZ-06,2024,Regular,R,Juan Ciscomani,H2AZ02360,13,4435769.00,7035782.04,7035782.04
H,AZ,AZ-07,2024,Regular,D,Raul Grijalva,H2AZ07070,11,428587.00,643862.68,643862.68
H,AZ,AZ-07,2024,Regular,R,Daniel Butierez,H4AZ07134,8,32848.59,78606.90,78606.9
H,AZ,AZ-08,2024,Regular,D,Greg Whitten,H4AZ08090,9,312973.01,576752.74,576752.74
H,AZ,AZ-08,2024,Regular,R,Abraham Hamadeh,H4AZ08108,8,1365356.94,1994018.86,1994018.86
H,AZ,AZ-09,2024,Regular,D,Quacy Smith,H4AZ09049,8,136978.40,236354.19,236354.19
H,AZ,AZ-09,2024,Regular,R,Paul Gosar,H0AZ01259,11,373981.54,478477.68,478477.68
H,CA,CA-01,2024,Regular,D,Rese Penelope Yee,H4CA01140,8,34542.00,86105.64,86105.64
H,CA,CA-01,2024,Regular,R,Doug LaMalfa,H2CA02142,11,671048.46,1012001.47,1012001.47
H,CA,CA-02,2024,Regular,D,Jared Huffman,H2CA06259,11,792265.31,1014658.00,1014658.0
H,CA,CA-02,2024,Regular,R,Chris Coulombe,H2CA02241,11,96655.01,123590.25,123590.25
H,CA,CA-03,2024,Regular,D,Jessica Morse,H8CA04210,11,1819980.10,3082382.70,3082382.7
H,CA,CA-03,2024,Regular,R,Kevin Kiley,H2CA03157,13,3376759.60,4266158.40,4266158.4
H,CA,CA-04,2024,Regular,D,Mike Thompson,H8CA01109,11,1857494.40,2434299.38,2434299.38
H,CA,CA-04,2024,Regular,R,John Munn,H4CA04128,8,98198.18,159805.48,159805.48
H,CA,CA-05,2024,Regular,D,Mike Barkley,H2CA00096,11,41863.14,86712.32,86712.32
H,CA,CA-05,2024,Regular,R,Tom McClintock,H8CA04152,11,873057.39,1171016.98,1171016.98
H,CA,CA-06,2024,Regular,D,Ami Bera,H0CA03078,11,947671.11,1250010.96,1250010.96
H,CA,CA-06,2024,Regular,R,Christine Bish,H0CA06170,11,115887.75,182260.28,182260.28
H,CA,CA-07,2024,Regular,D,Doris Matsui,H6CA05195,11,969727.05,1239231.82,1239231.82
H,CA,CA-07,2024,Regular,R,Tom Silva,H4CA07089,8,4850.00,5551.50,5551.5
H,CA,CA-08,2024,Regular,D,John Garamendi,H0CA10149,11,878877.81,1113065.76,1113065.76
H,CA,CA-08,2024,Regular,R,Rudy Recile,H2CA00153,11,17972.01,21437.01,21437.01
H,CA,CA-09,2024,Regular,D,Josh Harder,H8CA10126,11,3508745.90,5415539.47,5415539.47
H,CA,CA-09,2024,Regular,R,Kevin Lincoln,H4CA09093,9,1353183.88,2278918.26,2278918.26
H,CA,CA-10,2024,Regular,D,Mark DeSaulnier,H0CA10073,11,468692.70,664974.75,664974.75
H,CA,CA-10,2024,Regular,R,Katherine Piccinini,H4CA10109,8,18627.28,40733.96,40733.96
H,CA,CA-11,2024,Regular,D,Nancy Pelosi,H8CA05035,11,6362740.82,10223363.88,10223363.88
H,CA,CA-11,2024,Regular,R,Bruce Lou,H4CA11164,9,118353.99,208130.50,208130.5
H,CA,CA-12,2024,Regular,D,Lateefah Simon,H4CA12154,11,1407418.70,2231456.15,2231456.15
H,CA,CA-12,2024,Regular,R,Jennifer Tran,H4CA12196,10,190682.24,344452.27,344452.27
H,CA,CA-13,2024,Regular,D,Adam Gray,H2CA13115,11,2603347.90,6432861.59,6432861.59
H,CA,CA-13,2024,Regular,R,John Duarte,H2CA13131,13,3079801.25,4576132.43,4576132.43
H,CA,CA-14,2024,Regular,D,Eric Swalwell,H2CA15094,11,3383109.77,4143083.15,4143083.15
H,CA,CA-14,2024,Regular,R,Vin Kruttiventi,H4CA14093,10,823577.80,850582.78,850582.78
H,CA,CA-15,2024,Regular,D,Kevin Mullin,H2CA14162,11,632424.91,808090.91,808090.91
H,CA,CA-15,2024,Regular,R,Anna Cheng Kramer,H4CA15074,9,102703.98,160182.74,160182.74
H,CA,CA-16,2024,Regular,D,Sam Liccardo,H4CA16197,8,4338802.71,6226443.41,6226443.41
H,CA,CA-16,2024,Regular,R,Evan Low,H4CA16239,8,2492460.71,3717868.88,3717868.88
H,CA,CA-17,2024,Regular,D,Ro Khanna,H4CA12055,11,8978178.38,10570516.03,10570516.03
H,CA,CA-17,2024,Regular,R,Anita Chen,H4CA17310,8,36276.50,73273.05,73273.05
H,CA,CA-18,2024,Regular,D,Zoe Lofgren,H4CA16049,11,1834052.59,2327179.93,2327179.93
H,CA,CA-18,2024,Regular,R,Peter Hernandez,H2CA18163,11,139552.87,198166.89,198166.89
H,CA,CA-19,2024,Regular,D,Jimmy Panetta,H6CA20152,11,2619339.20,3357555.24,3357555.24
H,CA,CA-19,2024,Regular,R,Jason Michael Anderson,H4CA19100,8,13981.27,18044.56,18044.56
H,CA,CA-20,2024,Regular,D,Mike Boudreaux,H4CA20199,11,457234.31,457481.76,457481.76
H,CA,CA-20,2024,Regular,R,Vince Fong,H4CA20181,11,1748785.38,2311886.60,2311886.6
H,CA,CA-21,2024,Regular,D,Jim Costa,H4CA20082,11,1270825.00,1705407.96,1705407.96
H,CA,CA-21,2024,Regular,R,Michael Maher,H2CA22215,13,495691.02,785000.57,785000.57
H,CA,CA-22,2024,Regular,D,Rudy Salas,H2CA21233,11,3123937.86,6515959.58,6515959.58
H,CA,CA-22,2024,Regular,R,David Valadao,H2CA20094,11,3425218.78,4912595.46,4912595.46
H,CA,CA-23,2024,Regular,D,Derek Marshall,H2CA08214,11,485270.95,759288.77,759288.77
H,CA,CA-23,2024,Regular,R,Jay Obernolte,H0CA08135,11,1163785.55,1532906.86,1532906.86
H,CA,CA-24,2024,Regular,D,Salud Carbajal,H6CA24303,11,1633927.61,2037379.78,2037379.78
H,CA,CA-24,2024,Regular,R,Thomas Cole,H4CA24191,9,20496.70,41421.70,42871.7
H,CA,CA-25,2024,Regular,D,Raul Ruiz,H2CA36439,11,1935460.14,2504794.87,2504794.87
H,CA,CA-25,2024,Regular,R,Ian Weeks,H4CA25222,10,105346.99,147438.99,147438.99
H,CA,CA-26,2024,Regular,D,Julia Brownley,H2CA00120,11,1240867.66,1599723.30,1599723.3
H,CA,CA-26,2024,Regular,R,Michael Koslow,H4CA26162,9,51334.66,100754.66,100754.66
H,CA,CA-27,2024,Regular,D,George Whitesides,H4CA27111,11,5806593.08,10614137.63,10614137.63
H,CA,CA-27,2024,Regular,R,Mike Garcia,H0CA25105,11,4370117.91,6539107.78,6539107.78
H,CA,CA-28,2024,Regular,D,Judy Chu,H0CA32101,11,1173289.67,1915612.32,1915612.32
H,CA,CA-28,2024,Regular,R,April Verlato,H4CA28127,8,295064.00,349180.90,349180.9
H,CA,CA-29,2024,Regular,D,Luz Maria Rivas,H4CA29141,8,631543.16,946966.04,946966.04
H,CA,CA-29,2024,Regular,R,Benito Benny Bernal,H4CA29158,0,,,55143.71
H,CA,CA-30,2024,Regular,D,Laura Friedman,H4CA30149,11,1403603.86,1835665.11,1835665.11
H,CA,CA-30,2024,Regular,R,Alex Balekian,H4CA30230,11,336480.29,483663.50,443145.69
H,CA,CA-31,2024,Regular,D,Gil Cisneros,H8CA39174,0,,,6477170.49
H,CA,CA-31,2024,Regular,R,Daniel Jose Bocic Martinez,H2CA13123,11,0.00,0.00,0.0
H,CA,CA-32,2024,Regular,D,Brad Sherman,H6CA24113,11,1414239.66,2059587.35,2059587.35
H,CA,CA-32,2024,Regular,R,Larry Thompson,H4CA32137,8,99184.00,140107.71,140107.71
H,CA,CA-33,2024,Regular,D,Pete Aguilar,H2CA31125,11,4842705.95,5866371.81,5866371.81
H,CA,CA-33,2024,Regular,R,Tom Herman,H4CA33267,8,4867.90,5758.43,5758.43
H,CA,CA-34,2024,Regular,D,Jimmy Gomez,H8CA34266,11,1505719.80,2245652.60,2245652.6
H,CA,CA-34,2024,Regular,R,David Kim,H4CA34083,9,220556.57,570467.58,570467.58
H,CA,CA-35,2024,Regular,D,Norma Torres,H4CA35031,11,697755.79,943001.82,943001.82
H,CA,CA-35,2024,Regular,R,Mike Cargile,H0CA35146,11,80900.25,141181.77,141181.77
H,CA,CA-36,2024,Regular,D,Ted Lieu,H4CA33119,11,1910191.56,2587897.61,2587897.61
H,CA,CA-36,2024,Regular,R,Melissa Toomim,H2CA00146,11,18877.32,41723.09,41723.09
H,CA,CA-37,2024,Regular,D,Sydney Kamlager-Dove,H2CA37304,11,844747.97,1061435.52,1061435.52
H,CA,CA-37,2024,Regular,R,Juan Rey,H8CA29118,3,0.00,9980.59,9980.59
H,CA,CA-38,2024,Regular,D,Linda Sánchez,H2CA39078,11,1221020.71,1548292.39,1548292.39
H,CA,CA-38,2024,Regular,R,Eric Ching,H2CA39151,11,96512.63,241030.63,241030.63
H,CA,CA-39,2024,Regular,D,Mark Takano,H2CA43245,11,907118.24,1289817.96,1289817.96
H,CA,CA-39,2024,Regular,R,David Serpa,H4CA39066,10,26133.96,56449.02,56449.02
H,CA,CA-40,2024,Regular,D,Joe Kerr,H4CA40098,10,1698184.74,2080922.59,2080922.59
H,CA,CA-40,2024,Regular,R,Young Kim,H8CA39240,11,6345203.87,9244755.74,9244755.74
H,CA,CA-41,2024,Regular,D,Will Rollins,H2CA42205,11,7000442.76,12603461.80,12603461.8
H,CA,CA-41,2024,Regular,R,Ken Calvert,H2CA37023,11,5773424.14,8056905.14,8056905.14
H,CA,CA-42,2024,Regular,D,Robert Garcia,H2CA47188,11,1002485.12,1352167.01,1352167.01
H,CA,CA-42,2024,Regular,R,John Briscoe,H4CA42136,8,303764.56,355605.04,355605.04
H,CA,CA-43,2024,Regular,D,Maxine Waters,H4CA23011,11,678529.49,1119385.50,1119385.5
H,CA,CA-44,2024,Regular,D,Nanette Diaz Barragán,H6CA44103,11,1010877.68,1269280.49,1269280.49
H,CA,CA-45,2024,Regular,D,Derek Tran,H4CA45170,8,2261097.50,6514154.69,6514154.69
H,CA,CA-45,2024,Regular,R,Michelle Steel,H0CA48198,11,6291282.54,10730106.83,10730106.83
H,CA,CA-46,2024,Regular,D,Luis Correa,H6CA46116,11,1030562.25,1385045.32,1385045.32
H,CA,CA-46,2024,Regular,R,David Pan,H4CA46137,9,57797.00,88907.00,88907.0
H,CA,CA-47,2024,Regular,D,Dave Min,H4CA47085,11,3614908.56,6835943.16,6835943.16
H,CA,CA-47,2024,Regular,R,Scott Baugh,H6CA48245,11,2927220.96,4507491.38,4507491.38
H,CA,CA-48,2024,Regular,D,Stephen Houlahan,H2CA50174,11,21842.72,29975.29,29975.29
H,CA,CA-48,2024,Regular,R,Darrell Issa,H0CA48024,11,1315072.85,1782412.46,1782412.46
H,CA,CA-49,2024,Regular,D,Mike Levin,H8CA49058,11,3720396.65,5679155.07,5679155.07
H,CA,CA-49,2024,Regular,R,Matt Gunderson,H4CA49149,18,1785034.72,4950306.23,4958325.22
H,CA,CA-50,2024,Regular,D,Scott Peters,H2CA52089,11,1856311.36,2292635.53,2292635.53
H,CA,CA-51,2024,Regular,D,Sara Jacobs,H8CA49074,11,1514830.51,1724533.98,1724533.98
H,CA,CA-51,2024,Regular,R,Bill Wells,H2CA53038,11,676065.79,772753.35,772753.35
H,CA,CA-52,2024,Regular,D,Juan Vargas,H2CA50026,11,624553.49,790624.65,790624.65
H,CA,CA-52,2024,Regular,R,Justin Lee,H8CA09060,7,375045.69,375045.69,375045.69
H,CO,CO-01,2024,Regular,D,Diana DeGette,H6CO01141,11,812812.72,1103161.98,1103161.98
H,CO,CO-01,2024,Regular,R,Valdamar Archuleta,H4CO01161,7,7682.55,12912.60,12912.6
H,CO,CO-02,2024,Regular,D,Joe Neguse,H8CO02160,11,1725365.69,2433594.30,2433594.3
H,CO,CO-02,2024,Regular,R,Marshall Dawson,H2CO02205,11,4241.06,8672.97,8672.97
H,CO,CO-03,2024,Regular,D,Adam Frisch,H2CO03351,11,13784671.73,17188573.07,17188573.07
H,CO,CO-03,2024,Regular,R,Jeff Hurd,H4CO03357,9,1205019.86,2769793.80,2769793.8
H,CO,CO-04,2024,Regular,D,Trisha Calvarese,H4CO04280,7,404533.95,4273123.51,4385109.75
H,CO,CO-04,2024,Regular,R,Lauren Boebert,H0CO03165,11,3925204.11,4822754.48,4822754.48
H,CO,CO-05,2024,Regular,D,River Gassen,H4CO05105,8,66566.49,172285.48,172285.48
H,CO,CO-05,2024,Regular,R,Jeff Crank,H6CO05142,7,609546.75,1128627.35,1128627.35
H,CO,CO-06,2024,Regular,D,Jason Crow,H8CO06229,11,1594896.14,2208412.11,2208412.11
H,CO,CO-06,2024,Regular,R,John Fabbricatore,H4CO06129,7,84984.87,282453.58,282453.58
H,CO,CO-07,2024,Regular,D,Brittany Pettersen,H8CO07045,11,1899421.37,2487377.12,2487377.12
H,CO,CO-07,2024,Regular,R,Sergei Matveyuk,H4CO07085,7,14899.18,56986.88,56986.88
H,CO,CO-08,2024,Regular,D,Yadira Caraveo,H2CO08020,11,4508636.35,8124793.49,8124793.49
H,CO,CO-08,2024,Regular,R,Gabe Evans,H4CO08034,12,1020419.60,2697300.10,2734308.76
H,CT,CT-01,2024,Regular,D,John Larson,H8CT01046,11,1174855.90,1542287.58,1542287.58
H,CT,CT-01,2024,Regular,R,Jim Griffin,H0CT01134,11,4821.00,7786.00,7786.0
H,CT,CT-02,2024,Regular,D,Joe Courtney,H2CT02112,11,902995.23,1318657.73,1318657.73
H,CT,CT-02,2024,Regular,R,Mike France,H2CT02161,14,538434.54,741910.47,741910.47
H,CT,CT-03,2024,Regular,D,Rosa DeLauro,H0CT03072,11,1276579.43,1751634.69,1751634.69
H,CT,CT-03,2024,Regular,R,Michael Massey,H4CT03116,3,3044.27,3129.27,3129.27
H,CT,CT-04,2024,Regular,D,James Himes,H8CT04172,11,1572254.40,2120398.15,2120398.15
H,CT,CT-04,2024,Regular,R,Michael Goldstein,H0CT04229,9,108921.16,156510.98,156510.98
H,CT,CT-05,2024,Regular,D,Jahana Hayes,H8CT05245,11,2672479.10,4218172.13,4218172.13
H,CT,CT-05,2024,Regular,R,George Logan,H2CT05222,13,1625511.06,3011059.71,3011059.71
H,DE,DE-01,2024,Regular,D,Sarah McBride,H4DE00045,10,2976900.27,4091643.35,4091643.35
H,DE,DE-01,2024,Regular,R,John Whalen,H4DE00078,3,0.00,9425.89,20030.44
H,FL,FL-01,2024,Regular,D,Gay Valimont,H4FL01197,8,695641.61,1585275.74,1585275.74
H,FL,FL-01,2024,Regular,R,Matt Gaetz,H6FL01119,11,5686454.85,6772979.08,6772979.08
H,FL,FL-02,2024,Regular,D,Yen Bailey,H4FL02138,5,17069.00,51852.87,51852.87
