year,type,location,race,pollster_id,pollster,partisan,methodology,date,days,sample,poll_margin,actual_margin,error,oriented
2020,S,NC,2020_Sen-G_NC,391,YouGov,,Online Panel,2020-10-22,12,1022,-6.0,1.75,-7.75,1
2020,S,NC,2020_Sen-G_NC,355,University of Massachusetts Lowell Center for Public Opinion,,Online Panel,2020-10-23,11,911,-4.0,1.75,-5.75,1
2020,S,NC,2020_Sen-G_NC,132,Harper Polling,,Live Phone,2020-10-24,10,504,-3.0,1.75,-4.75,1
2020,S,NC,2020_Sen-G_NC,154,Ipsos,,Probability Panel,2020-10-24,10,647,-1.0,1.75,-2.75,1
2020,S,NC,2020_Sen-G_NC,555,RMG Research,,IVR/Text-to-Web/Online Ad,2020-10-25,9,800,-7.0,1.75,-8.75,1
2020,S,NC,2020_Sen-G_NC,325,SurveyUSA,,Online Panel,2020-10-25,9,627,-3.0,1.75,-4.75,1
2020,S,NC,2020_Sen-G_NC,543,Swayable,,Online Ad,2020-10-25,9,363,0.6,1.75,-1.15,1
2020,S,NC,2020_Sen-G_NC,448,The New York Times/Siena College,,Live Phone,2020-10-25,9,1034,-3.0,1.75,-4.75,1
2020,S,NC,2020_Sen-G_NC,124,Gravis Marketing,,IVR/Online Panel,2020-10-26,8,614,-2.0,1.75,-3.75,1
2020,S,NC,2020_Sen-G_NC,204,Meeting Street Insights,R,Live Phone,2020-10-26,8,600,-4.0,1.75,-5.75,1
2020,S,NC,2020_Sen-G_NC,218,Morning Consult,,Online Panel,2020-10-26,8,1982,-4.9,1.75,-6.65,1
2020,S,NC,2020_Sen-G_NC,263,Public Policy Polling,D,IVR/Text,2020-10-26,8,937,-3.0,1.75,-4.75,1
2020,S,NC,2020_Sen-G_NC,591,Cardinal Point Analytics (CardinalGPS),,IVR/Live Phone,2020-10-27,7,750,5.25,1.75,3.5,1
2020,S,NC,2020_Sen-G_NC,523,East Carolina University Center for Survey Research,,IVR/Online Panel,2020-10-27,7,1103,-1.54,1.75,-3.29,1
2020,S,NC,2020_Sen-G_NC,183,Marist College,,Live Phone,2020-10-27,7,800,-10.0,1.75,-11.75,1
2020,S,NC,2020_Sen-G_NC,297,SSRS,,Live Phone,2020-10-27,7,901,-3.0,1.75,-4.75,1
2020,S,NC,2020_Sen-G_NC,277,Rasmussen Reports,,IVR/Online Panel,2020-10-28,6,800,-3.0,1.75,-4.75,1
2020,S,NC,2020_Sen-G_NC,522,Data for Progress,,Online Panel/Text-to-Web,2020-10-29,5,908,-5.0,1.75,-6.75,1
2020,S,NC,2020_Sen-G_NC,154,Ipsos,,Probability Panel,2020-10-29,5,707,-2.0,1.75,-3.75,1
2020,S,NC,2020_Sen-G_NC,88,Emerson College,,IVR/Online Panel/Text-to-Web,2020-10-30,4,855,-3.2,1.75,-4.95,1
2020,S,NC,2020_Sen-G_NC,108,Frederick Polls,,Text-to-Web,2020-10-30,4,676,-4.0,1.75,-5.75,1
2020,S,NC,2020_Sen-G_NC,543,Swayable,,Online Ad,2020-10-30,4,619,-6.4,1.75,-8.15,1
2020,S,NC,2020_Sen-G_NC,48,Change Research,,Online Panel,2020-10-31,3,473,-4.0,1.75,-5.75,1
2020,S,NE,2020_Sen-G_NE,67,Cygnal,R,Live Phone/Text-to-Web/Email,2020-10-20,14,625,29.9,38.31,-8.41,1
2020,S,NH,2020_Sen-G_NH,355,University of Massachusetts Lowell Center for Public Opinion,,Online Panel,2020-09-21,43,657,-19.0,-15.65,-3.35,1
2020,S,NH,2020_Sen-G_NH,357,University of New Hampshire Survey Center,,Online Panel,2020-09-26,38,972,-13.0,-15.65,2.65,1
2020,S,NH,2020_Sen-G_NH,9,American Research Group,,Live Phone,2020-09-27,37,600,-16.0,-15.65,-0.35,1
2020,S,NH,2020_Sen-G_NH,88,Emerson College,,IVR/Online Panel/Text-to-Web,2020-09-30,34,700,-15.1,-15.65,0.55,1
2020,S,NH,2020_Sen-G_NH,494,Saint Anselm College Survey Center,,Text-to-Web,2020-10-03,31,1147,-14.0,-15.65,1.65,1
2020,S,NH,2020_Sen-G_NH,323,Suffolk University,,Live Phone,2020-10-10,24,500,-14.4,-15.65,1.25,1
2020,S,NH,2020_Sen-G_NH,357,University of New Hampshire Survey Center,,Online Panel,2020-10-11,23,899,-15.0,-15.65,0.65,1
2020,S,NH,2020_Sen-G_NH,355,University of Massachusetts Lowell Center for Public Opinion,,Online Panel,2020-10-21,13,757,-19.0,-15.65,-3.35,1
2020,S,NH,2020_Sen-G_NH,494,Saint Anselm College Survey Center,,Text-to-Web,2020-10-25,9,1018,-15.0,-15.65,0.65,1
2020,S,NH,2020_Sen-G_NH,357,University of New Hampshire Survey Center,,Online Panel,2020-10-26,8,864,-11.0,-15.65,4.65,1
2020,S,NH,2020_Sen-G_NH,9,American Research Group,,Live Phone,2020-10-27,7,600,-17.0,-15.65,-1.35,1
2020,S,NJ,2020_Sen-G_NJ,88,Emerson College,,IVR/Online Panel,2020-09-06,58,500,-24.01,-16.31,-7.7,1
2020,S,NJ,2020_Sen-G_NJ,317,Stockton University William J. Hughes Center for Public Policy,,Live Phone,2020-10-10,24,721,-25.0,-16.31,-8.69,1
2020,S,NJ,2020_Sen-G_NJ,295,Rutgers University Eagleton Center for Public Interest Polling,,Live Phone,2020-10-21,13,872,-30.0,-16.31,-13.69,1
2020,S,NJ,2020_Sen-G_NJ,543,Swayable,,Online Ad,2020-10-25,9,363,-22.0,-16.31,-5.69,1
2020,S,NJ,2020_Sen-G_NJ,449,Research Co.,,Online Panel,2020-10-31,3,450,-23.0,-16.31,-6.69,1
2020,S,NM,2020_Sen-G_NM,263,Public Policy Polling,,IVR/Text,2020-09-30,34,886,-10.0,-6.11,-3.89,1
2020,S,NM,2020_Sen-G_NM,109,GBAO,D,Live Phone,2020-10-16,18,600,-11.0,-6.11,-4.89,1
2020,S,NM,2020_Sen-G_NM,280,Research & Polling Inc.,,Live Phone,2020-10-26,8,1180,-8.0,-6.11,-1.89,1
2020,S,OK,2020_Sen-G_OK,308,SoonerPoll.com,,IVR/Live Phone/Online Panel,2020-09-05,59,486,24.5,30.16,-5.66,1
2020,S,OK,2020_Sen-G_OK,556,Amber Integrated,,Live Phone/Online Panel,2020-09-19,45,500,16.0,30.16,-14.16,1
2020,S,OK,2020_Sen-G_OK,308,SoonerPoll.com,,IVR/Online Panel,2020-10-17,17,5466,19.5,30.16,-10.66,1
2020,S,OR,2020_Sen-G_OR,471,Civiqs,,Online Panel/Online Ad,2020-09-28,36,944,-20.0,-17.59,-2.41,1
2020,S,SC,2020_Sen-G_SC,267,Quinnipiac University,,Live Phone,2020-09-12,52,969,-0.0,10.27,-10.27,1
2020,S,SC,2020_Sen-G_SC,218,Morning Consult,,Online Panel,2020-09-15,49,764,1.0,10.27,-9.27,1
2020,S,SC,2020_Sen-G_SC,564,brilliant corners Research & Strategies,D,Live Phone,2020-09-23,41,608,-2.0,10.27,-12.27,1
2020,S,SC,2020_Sen-G_SC,391,YouGov,,Online Panel,2020-09-24,40,1080,1.0,10.27,-9.27,1
2020,S,SC,2020_Sen-G_SC,522,Data for Progress,D,Online Panel/Text-to-Web,2020-09-25,39,824,1.0,10.27,-9.27,1
2020,S,SC,2020_Sen-G_SC,267,Quinnipiac University,,Live Phone,2020-09-25,39,1123,-0.0,10.27,-10.27,1
2020,S,SC,2020_Sen-G_SC,109,GBAO,D,Live Phone,2020-09-26,38,800,-1.0,10.27,-11.27,1
2020,S,SC,2020_Sen-G_SC,14,Impact Research,D,Online Panel,2020-10-02,32,1011,-0.0,10.27,-10.27,1
2020,S,SC,2020_Sen-G_SC,522,Data for Progress,D,Online Panel/Text-to-Web,2020-10-10,24,801,-1.0,10.27,-11.27,1
2020,S,SC,2020_Sen-G_SC,448,The New York Times/Siena College,,Live Phone,2020-10-11,23,605,6.0,10.27,-4.27,1
2020,S,SC,2020_Sen-G_SC,564,brilliant corners Research & Strategies,D,Live Phone,2020-10-13,21,525,-2.0,10.27,-12.27,1
2020,S,SC,2020_Sen-G_SC,218,Morning Consult,,Online Panel,2020-10-15,19,926,-2.0,10.27,-12.27,1
2020,S,SC,2020_Sen-G_SC,522,Data for Progress,D,Online Panel/Text-to-Web,2020-10-24,10,1196,-0.0,10.27,-10.27,1
2020,S,SC,2020_Sen-G_SC,523,East Carolina University Center for Survey Research,,IVR/Online Panel,2020-10-24,10,763,1.84,10.27,-8.43,1
2020,S,SC,2020_Sen-G_SC,218,Morning Consult,,Online Panel,2020-10-26,8,904,2.2,10.27,-8.07,1
2020,S,SC,2020_Sen-G_SC,316,Starboard Communications,,IVR/Live Phone/Text,2020-10-26,8,800,9.4,10.27,-0.87,1
2020,S,SC,2020_Sen-G_SC,543,Swayable,,Online Ad,2020-10-27,7,416,-5.9,10.27,-16.17,1
2020,S,SC,2020_Sen-G_SC,522,Data for Progress,,Online Panel/Text-to-Web,2020-10-29,5,880,3.0,10.27,-7.27,1
2020,S,SC,2020_Sen-G_SC,245,Øptimus Analytics,,Live Phone,2020-11-01,2,802,9.8,10.27,-0.47,1
2020,S,SD,2020_Sen-G_SD,231,Nielson Brothers Polling,,IVR,2020-10-26,8,479,17.0,31.47,-14.47,1
2020,S,TN,2020_Sen-G_TN,67,Cygnal,R,IVR/Live Phone/Text-to-Web,2020-10-21,13,610,20.7,27.04,-6.34,1
2020,S,TN,2020_Sen-G_TN,543,Swayable,,Online Ad,2020-10-27,7,431,21.4,27.04,-5.64,1
2020,S,TX,2020_Sen-G_TX,218,Morning Consult,,Online Panel,2020-09-15,49,2616,6.0,9.64,-3.64,1
2020,S,TX,2020_Sen-G_TX,391,YouGov,,Online Panel,2020-09-17,47,1129,5.0,9.64,-4.64,1
2020,S,TX,2020_Sen-G_TX,522,Data for Progress,,Online Panel,2020-09-19,45,726,2.0,9.64,-7.64,1
2020,S,TX,2020_Sen-G_TX,267,Quinnipiac University,,Live Phone,2020-09-19,45,1078,8.0,9.64,-1.64,1
2020,S,TX,2020_Sen-G_TX,448,The New York Times/Siena College,,Live Phone,2020-09-19,45,653,6.0,9.64,-3.64,1
2020,S,TX,2020_Sen-G_TX,355,University of Massachusetts Lowell Center for Public Opinion,,Online Panel,2020-09-22,42,882,10.0,9.64,0.36,1
2020,S,TX,2020_Sen-G_TX,391,YouGov,,Online Panel,2020-09-29,35,908,8.0,9.64,-1.64,1
2020,S,TX,2020_Sen-G_TX,522,Data for Progress,D,Online Panel/Text-to-Web,2020-10-02,32,1949,3.0,9.64,-6.64,1
2020,S,TX,2020_Sen-G_TX,471,Civiqs,,Online Panel/Online Ad,2020-10-05,29,895,1.0,9.64,-8.64,1
2020,S,TX,2020_Sen-G_TX,277,Rasmussen Reports,,IVR/Online Panel,2020-10-05,29,1000,9.0,9.64,-0.64,1
2020,S,TX,2020_Sen-G_TX,263,Public Policy Polling,,IVR/Text,2020-10-14,20,712,3.0,9.64,-6.64,1
2020,S,TX,2020_Sen-G_TX,218,Morning Consult,,Online Panel,2020-10-15,19,3347,5.0,9.64,-4.64,1
2020,S,TX,2020_Sen-G_TX,522,Data for Progress,D,Online Panel/Text-to-Web,2020-10-17,17,933,3.0,9.64,-6.64,1
2020,S,TX,2020_Sen-G_TX,458,University of Texas at Tyler Center for Opinion Research,,Live Phone/Online Panel,2020-10-17,17,925,8.0,9.64,-1.64,1
2020,S,TX,2020_Sen-G_TX,391,YouGov,,Online Panel,2020-10-17,17,1000,7.3,9.64,-2.34,1
2020,S,TX,2020_Sen-G_TX,67,Cygnal,R,IVR/Live Phone/Text-to-Web,2020-10-18,16,600,8.1,9.64,-1.54,1
2020,S,TX,2020_Sen-G_TX,267,Quinnipiac University,,Live Phone,2020-10-18,16,1145,6.0,9.64,-3.64,1
2020,S,TX,2020_Sen-G_TX,616,Citizen Data,,IVR/Text-to-Web,2020-10-19,15,1000,0.2,9.64,-9.44,1
2020,S,TX,2020_Sen-G_TX,516,Univision/Latino Decisions/North Star Opinion Research,,Live Phone/Email,2020-10-21,13,758,5.0,9.64,-4.64,1
2020,S,TX,2020_Sen-G_TX,448,The New York Times/Siena College,,Live Phone,2020-10-22,12,802,10.0,9.64,0.36,1
2020,S,TX,2020_Sen-G_TX,355,University of Massachusetts Lowell Center for Public Opinion,,Online Panel,2020-10-23,11,873,5.0,9.64,-4.64,1
2020,S,TX,2020_Sen-G_TX,522,Data for Progress,D,Online Panel/Text-to-Web,2020-10-24,10,1018,2.0,9.64,-7.64,1
2020,S,TX,2020_Sen-G_TX,543,Swayable,,Online Ad,2020-10-25,9,492,4.8,9.64,-4.84,1
2020,S,TX,2020_Sen-G_TX,218,Morning Consult,,Online Panel,2020-10-26,8,3267,4.2,9.64,-5.44,1
2020,S,TX,2020_Sen-G_TX,124,Gravis Marketing,,IVR/Online Panel,2020-10-27,7,670,6.0,9.64,-3.64,1
2020,S,TX,2020_Sen-G_TX,555,RMG Research,,IVR/Text,2020-10-27,7,800,6.0,9.64,-3.64,1
2020,S,TX,2020_Sen-G_TX,522,Data for Progress,,Online Panel/Text-to-Web,2020-10-29,5,926,3.0,9.64,-6.64,1
2020,S,TX,2020_Sen-G_TX,88,Emerson College,,IVR/Online Panel/Text-to-Web,2020-10-30,4,763,4.0,9.64,-5.64,1
2020,S,TX,2020_Sen-G_TX,543,Swayable,,Online Ad,2020-10-30,4,1042,13.0,9.64,3.36,1
2020,S,VA,2020_Sen-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2020-09-15,49,796,-13.0,-12.08,-0.92,1
2020,S,VA,2020_Sen-G_VA,67,Cygnal,R,IVR/Text-to-Web,2020-09-24,40,600,-9.4,-12.08,2.68,1
2020,S,VA,2020_Sen-G_VA,587,Reconnect Research/Roanoke College Institute for Policy and Opinion Research,,IVR,2020-10-06,28,602,-17.0,-12.08,-4.92,1
2020,S,VA,2020_Sen-G_VA,67,Cygnal,R,IVR/Text-to-Web,2020-10-10,24,607,-7.1,-12.08,4.98,1
2020,S,VA,2020_Sen-G_VA,471,Civiqs,,Online Panel/Online Ad,2020-10-13,21,1231,-11.0,-12.08,1.08,1
2020,S,VA,2020_Sen-G_VA,754,The Washington Post/George Mason University Schar School of Policy and Government,,Live Phone,2020-10-16,18,908,-18.0,-12.08,-5.92,1
2020,S,VA,2020_Sen-G_VA,370,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,Live Phone,2020-10-17,17,709,-17.0,-12.08,-4.92,1
2020,S,VA,2020_Sen-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2020-10-21,13,908,-20.0,-12.08,-7.92,1
2020,S,VA,2020_Sen-G_VA,543,Swayable,,Online Ad,2020-10-25,9,332,-19.4,-12.08,-7.32,1
2020,S,VA,2020_Sen-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2020-10-26,8,802,-16.0,-12.08,-3.92,1
2020,S,VA,2020_Sen-G_VA,522,Data for Progress,,Online Panel/Text-to-Web,2020-10-29,5,690,-15.0,-12.08,-2.92,1
2020,S,VA,2020_Sen-G_VA,543,Swayable,,Online Ad,2020-10-29,5,283,-21.4,-12.08,-9.32,1
2020,S,WV,2020_Sen-G_WV,268,Repass,,Live Phone/Online Panel,2020-10-03,31,450,20.0,43.28,-23.28,1
2020,S,WY,2020_Sen-G_WY,667,University of Wyoming Survey & Analysis Center,,Live Phone,2020-10-18,16,614,30.0,46.09,-16.09,1
2021,G,NJ,2021_Gov-G_NJ,225,National Research,R,Live Phone,2021-09-15,48,600,-3.0,-3.22,0.22,1
2021,G,NJ,2021_Gov-G_NJ,215,Monmouth University Polling Institute,,Live Phone,2021-09-18,45,804,-13.0,-3.22,-9.78,1
2021,G,NJ,2021_Gov-G_NJ,317,Stockton University William J. Hughes Center for Public Policy,,Live Phone,2021-09-21,42,552,-9.0,-3.22,-5.78,1
2021,G,NJ,2021_Gov-G_NJ,301,Schoen Cooperman Research,,Online Panel/Text-to-Web,2021-10-11,22,500,-9.0,-3.22,-5.78,1
2021,G,NJ,2021_Gov-G_NJ,88,Emerson College,,IVR/Online Panel/Text-to-Web,2021-10-17,16,600,-4.4,-3.22,-1.18,1
2021,G,NJ,2021_Gov-G_NJ,317,Stockton University William J. Hughes Center for Public Policy,,Live Phone,2021-10-21,12,522,-9.0,-3.22,-5.78,1
2021,G,NJ,2021_Gov-G_NJ,215,Monmouth University Polling Institute,,Live Phone,2021-10-23,10,1000,-11.0,-3.22,-7.78,1
2021,G,NJ,2021_Gov-G_NJ,295,Rutgers University Eagleton Center for Public Interest Polling,,Live Phone,2021-10-24,9,901,-8.0,-3.22,-4.78,1
2021,G,NJ,2021_Gov-G_NJ,92,Fairleigh Dickinson University,,Live Phone/Text-to-Web,2021-10-25,8,823,-9.0,-3.22,-5.78,1
2021,G,NJ,2021_Gov-G_NJ,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2021-10-30,3,1085,-4.2,-3.22,-0.98,1
2021,G,NJ,2021_Gov-G_NJ,449,Research Co.,,Online Panel,2021-10-31,2,450,-6.0,-3.22,-2.78,1
2021,G,VA,2021_Gov-G_VA,268,Repass,,Live Phone/Online Panel,2021-09-10,53,528,5.0,1.93,3.07,1
2021,G,VA,2021_Gov-G_VA,754,The Washington Post/George Mason University Schar School of Policy and Government,,Live Phone,2021-09-10,53,728,-3.0,1.93,-4.93,1
2021,G,VA,2021_Gov-G_VA,370,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,Live Phone,2021-09-11,52,731,-9.0,1.93,-10.93,1
2021,G,VA,2021_Gov-G_VA,88,Emerson College,,IVR/Online Panel/Text-to-Web,2021-09-13,50,778,-3.2,1.93,-5.13,1
2021,G,VA,2021_Gov-G_VA,263,Public Policy Polling,D,IVR/Text,2021-09-17,46,875,-3.0,1.93,-4.93,1
2021,G,VA,2021_Gov-G_VA,118,Global Strategy Group,,Live Phone,2021-09-18,45,600,-3.0,1.93,-4.93,1
2021,G,VA,2021_Gov-G_VA,757,KAConsulting,R,Live Phone,2021-09-18,45,700,-4.0,1.93,-5.93,1
2021,G,VA,2021_Gov-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone/Online Panel,2021-09-19,44,603,-7.0,1.93,-8.93,1
2021,G,VA,2021_Gov-G_VA,215,Monmouth University Polling Institute,,Live Phone,2021-09-24,39,801,-5.0,1.93,-6.93,1
2021,G,VA,2021_Gov-G_VA,103,Beacon Research/Shaw & Co. Research,,Live Phone,2021-09-28,35,901,-4.0,1.93,-5.93,1
2021,G,VA,2021_Gov-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2021-10-01,32,802,-4.0,1.93,-5.93,1
2021,G,VA,2021_Gov-G_VA,88,Emerson College,,IVR/Online Panel/Text-to-Web,2021-10-02,31,620,0.1,1.93,-1.83,1
2021,G,VA,2021_Gov-G_VA,391,YouGov,,Online Panel,2021-10-08,25,1040,-3.0,1.93,-4.93,1
2021,G,VA,2021_Gov-G_VA,522,Data for Progress,,Online Panel/Text-to-Web/Mail-to-Web,2021-10-10,23,1589,-5.0,1.93,-6.93,1
2021,G,VA,2021_Gov-G_VA,301,Schoen Cooperman Research,,Online Panel/Text-to-Web,2021-10-11,22,500,-4.0,1.93,-5.93,1
2021,G,VA,2021_Gov-G_VA,103,Beacon Research/Shaw & Co. Research,,Live Phone,2021-10-12,21,726,-5.0,1.93,-6.93,1
2021,G,VA,2021_Gov-G_VA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2021-10-12,21,1095,0.9,1.93,-1.03,1
2021,G,VA,2021_Gov-G_VA,370,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,Live Phone,2021-10-15,18,722,-3.0,1.93,-4.93,1
2021,G,VA,2021_Gov-G_VA,215,Monmouth University Polling Institute,,Live Phone,2021-10-18,15,1005,-0.0,1.93,-1.93,1
2021,G,VA,2021_Gov-G_VA,67,Cygnal,,IVR/Text-to-Web/Email,2021-10-20,13,816,-0.0,1.93,-1.93,1
2021,G,VA,2021_Gov-G_VA,757,KAConsulting,R,IVR/Live Phone,2021-10-20,13,661,2.0,1.93,0.07,1
2021,G,VA,2021_Gov-G_VA,514,co/efficient,R,IVR/Text,2021-10-20,13,785,4.0,1.93,2.07,1
2021,G,VA,2021_Gov-G_VA,50,Christopher Newport University Wason Center for Civic Leadership,,Live Phone,2021-10-21,12,944,-1.0,1.93,-2.93,1
2021,G,VA,2021_Gov-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2021-10-21,12,571,-1.0,1.93,-2.93,1
2021,G,VA,2021_Gov-G_VA,88,Emerson College,,IVR/Online Panel/Text-to-Web,2021-10-22,11,875,-0.9,1.93,-2.83,1
2021,G,VA,2021_Gov-G_VA,323,Suffolk University,,Live Phone,2021-10-23,10,500,-0.4,1.93,-2.33,1
2021,G,VA,2021_Gov-G_VA,754,The Washington Post/George Mason University Schar School of Policy and Government,,Live Phone,2021-10-23,10,918,-1.0,1.93,-2.93,1
2021,G,VA,2021_Gov-G_VA,103,Beacon Research/Shaw & Co. Research,,Live Phone,2021-10-26,7,1015,8.0,1.93,6.07,1
2021,G,VA,2021_Gov-G_VA,407,Echelon Insights,,Online Panel/Text-to-Web,2021-10-28,5,611,3.0,1.93,1.07,1
2021,G,VA,2021_Gov-G_VA,243,InsiderAdvantage,,IVR/Live Phone,2021-10-29,4,500,2.0,1.93,0.07,1
2021,G,VA,2021_Gov-G_VA,454,Targoz Market Research,,Online Panel,2021-10-29,4,747,-3.0,1.93,-4.93,1
2021,G,VA,2021_Gov-G_VA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2021-10-30,3,1081,2.3,1.93,0.37,1
2021,G,VA,2021_Gov-G_VA,449,Research Co.,,Online Panel,2021-10-31,2,450,1.0,1.93,-0.93,1
2021,H,NM-1,2021_House-GS_NM-1,274,RRH Elections,,IVR/Online Panel,2021-05-20,12,555,-16.0,-24.74,8.74,1
2021,H,OH-15,2021_House-GS_OH-15,88,Emerson College,,IVR/Text-to-Web,2021-10-15,18,445,11.1,16.6,-5.5,1
2021,H,TX-6,2021_House-SR_TX-6,10,American Viewpoint,R,Live Phone,2021-06-02,55,400,-15.0,6.59,-21.59,0
2021,H,TX-6,2021_House-SR_TX-6,10,American Viewpoint,R,Live Phone,2021-07-20,7,400,-10.0,6.59,-16.59,0
2021,S,GA,2020_Sen-R_GA,279,Remington Research Group,,IVR/Live Phone,2020-11-08,58,1450,4.0,-1.23,5.23,1
2021,S,GA,2020_Sen-R_GA,243,InsiderAdvantage,,IVR/Live Phone,2020-11-16,50,800,-0.0,-1.23,1.23,1
2021,S,GA,2020_Sen-R_GA,522,Data for Progress,D,Online Panel/Text-to-Web,2020-11-17,49,1476,2.0,-1.23,3.23,1
2021,S,GA,2020_Sen-R_GA,555,RMG Research,,IVR/Text,2020-11-21,45,1377,-1.0,-1.23,0.23,1
2021,S,GA,2020_Sen-R_GA,325,SurveyUSA,,Online Panel,2020-11-29,37,583,-2.0,-1.23,-0.77,1
2021,S,GA,2020_Sen-R_GA,613,Fabrizio Ward/Hart Research Associates/AARP Research,,Live Phone,2020-12-02,34,1250,-2.0,-1.23,-0.77,1
2021,S,GA,2020_Sen-R_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2020-12-02,34,1083,-0.7,-1.23,0.53,1
2021,S,GA,2020_Sen-R_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2020-12-09,27,1018,-0.3,-1.23,0.93,1
2021,S,GA,2020_Sen-R_GA,555,RMG Research,,IVR/Text,2020-12-11,25,1417,-2.0,-1.23,-0.77,1
2021,S,GA,2020_Sen-R_GA,284,Wick,,IVR/Text-to-Web,2020-12-12,24,1500,4.1,-1.23,5.33,1
2021,S,GA,2020_Sen-R_GA,243,InsiderAdvantage,,IVR/Live Phone,2020-12-14,22,500,1.2,-1.23,2.43,1
2021,S,GA,2020_Sen-R_GA,88,Emerson College,,IVR/Online Panel,2020-12-15,21,605,2.0,-1.23,3.23,1
2021,S,GA,2020_Sen-R_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2020-12-15,21,1064,2.7,-1.23,3.93,1
2021,S,GA,2020_Sen-R_GA,651,Reconnect Research/Probolsky Research,,IVR,2020-12-18,18,1027,1.0,-1.23,2.23,1
2021,S,GA,2020_Sen-R_GA,325,SurveyUSA,,Online Panel,2020-12-18,18,600,-5.0,-1.23,-3.77,1
2021,S,GA,2020_Sen-R_GA,205,Mellman Group,D,Live Phone/Text-to-Web,2020-12-20,16,578,-3.0,-1.23,-1.77,1
2021,S,GA,2020_Sen-R_GA,243,InsiderAdvantage,,IVR/Live Phone,2020-12-21,15,500,1.9,-1.23,3.13,1
2021,S,GA,2020_Sen-R_GA,629,Open Model Project,,IVR/Online Panel,2020-12-24,12,1405,3.9,-1.23,5.13,1
2021,S,GA,2020_Sen-R_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2020-12-25,11,1022,-2.7,-1.23,-1.47,1
2021,S,GA,2020_Sen-R_GA,156,JMC Analytics,,IVR/Live Phone,2020-12-28,8,500,-8.0,-1.23,-6.77,1
2021,S,GA,2020_Sen-R_GA,546,AtlasIntel,,Live Phone/Online Panel,2020-12-29,7,1680,-4.3,-1.23,-3.07,1
2021,S,GA,2020_Sen-R_GA,124,Gravis Marketing,,IVR/Online Panel,2020-12-29,7,1011,-3.0,-1.23,-1.77,1
2021,S,GA,2020_Sen-R_GA,454,Targoz Market Research,,Online Panel,2021-01-01,4,713,-0.0,-1.23,1.23,1
2021,S,GA,2020_Sen-R_GA,609,"University of Nevada, Las Vegas Lee Business School",,Online Panel,2021-01-01,4,550,1.1,-1.23,2.33,1
2021,S,GA,2020_Sen-R_GA,225,National Research,R,Live Phone,2021-01-02,3,500,-1.0,-1.23,0.23,1
2021,S,GA,2020_Sen-R_GA,546,AtlasIntel,,Online Panel,2021-01-03,2,857,-4.5,-1.23,-3.27,1
2021,S,GA,2020_Sen-R_GA,243,InsiderAdvantage,,IVR/Live Phone,2021-01-03,2,500,0.1,-1.23,1.33,1
2021,S,GA,2020_Sen-R_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2021-01-03,2,1056,-0.9,-1.23,0.33,1
2021,S,GA,2020_Sen-SR_GA,279,Remington Research Group,,IVR/Live Phone,2020-11-08,58,1450,1.0,-2.08,3.08,1
2021,S,GA,2020_Sen-SR_GA,501,VCreek/AMG,R,IVR/Live Phone,2020-11-10,56,300,3.9,-2.08,5.98,1
2021,S,GA,2020_Sen-SR_GA,243,InsiderAdvantage,,IVR/Live Phone,2020-11-16,50,800,-1.0,-2.08,1.08,1
2021,S,GA,2020_Sen-SR_GA,522,Data for Progress,D,Online Panel/Text-to-Web,2020-11-17,49,1476,-3.0,-2.08,-0.92,1
2021,S,GA,2020_Sen-SR_GA,555,RMG Research,,IVR/Text,2020-11-21,45,1377,-2.0,-2.08,0.08,1
2021,S,GA,2020_Sen-SR_GA,325,SurveyUSA,,Online Panel,2020-11-29,37,583,-7.0,-2.08,-4.92,1
2021,S,GA,2020_Sen-SR_GA,613,Fabrizio Ward/Hart Research Associates/AARP Research,,Live Phone,2020-12-02,34,1250,-1.0,-2.08,1.08,1
2021,S,GA,2020_Sen-SR_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2020-12-02,34,1083,4.9,-2.08,6.98,1
2021,S,GA,2020_Sen-SR_GA,338,Trafalgar Group,R,IVR/Live Phone/Text/Online Panel/Email,2020-12-09,27,1018,3.1,-2.08,5.18,1
2021,S,GA,2020_Sen-SR_GA,555,RMG Research,,IVR/Text,2020-12-11,25,1417,-1.0,-2.08,1.08,1
