year,pollster,start,end,sample,population,dem,rep
2022,GQR,2022-07-08,2022-07-16,1000,rv,50.0,48.0
2022,Morning Consult,2022-07-14,2022-07-16,10168,rv,45.0,42.0
2022,Morning Consult,2022-07-15,2022-07-17,2005,rv,45.0,41.0
2022,Morning Consult,2022-07-15,2022-07-17,10578,rv,45.0,42.0
2022,Echelon Insights,2022-07-15,2022-07-18,1022,lv,48.0,44.0
2022,Echelon Insights,2022-07-15,2022-07-18,1022,rv,49.0,42.0
2022,Morning Consult,2022-07-16,2022-07-18,11189,rv,45.0,42.0
2022,Quinnipiac,2022-07-14,2022-07-18,1523,a,43.0,44.0
2022,Quinnipiac,2022-07-14,2022-07-18,1367,rv,45.0,44.0
2022,Morning Consult,2022-07-17,2022-07-19,11109,rv,45.0,42.0
2022,YouGov,2022-07-16,2022-07-19,1278,rv,42.6,40.1
2022,Cygnal,2022-07-18,2022-07-20,5841,lv,46.7,47.3
2022,Emerson,2022-07-19,2022-07-20,1078,rv,43.7,44.7
2022,Lake Research Partners/The Tarrance Group,2022-07-16,2022-07-20,800,rv,48.0,46.0
2022,Morning Consult,2022-07-18,2022-07-20,10763,rv,45.0,42.0
2022,Morning Consult,2022-07-19,2022-07-21,10487,rv,45.0,42.0
2022,Rasmussen,2022-07-17,2022-07-21,2500,lv,39.0,49.0
2022,Morning Consult,2022-07-20,2022-07-22,10271,rv,45.0,42.0
2022,Trafalgar Group,2022-07-20,2022-07-22,1085,lv,40.2,48.3
2022,Morning Consult,2022-07-21,2022-07-23,10354,rv,44.0,42.0
2022,McLaughlin,2022-07-21,2022-07-24,1000,lv,43.0,48.2
2022,Morning Consult,2022-07-22,2022-07-24,2006,rv,45.0,41.0
2022,Morning Consult,2022-07-22,2022-07-24,10767,rv,45.0,42.0
2022,NewsNation/Decision Desk HQ,2022-07-22,2022-07-24,1000,rv,43.73,42.52
2022,Winston,2022-07-23,2022-07-24,1000,rv,47.0,41.0
2022,Data for Progress,2022-07-13,2022-07-25,6772,lv,45.0,48.0
2022,Morning Consult,2022-07-23,2022-07-25,11141,rv,45.0,42.0
2022,Suffolk,2022-07-22,2022-07-25,1000,rv,44.3,40.1
2022,Morning Consult,2022-07-24,2022-07-26,11158,rv,45.0,42.0
2022,YouGov,2022-07-23,2022-07-26,1311,rv,43.6,38.3
2022,Morning Consult,2022-07-25,2022-07-27,10926,rv,45.0,42.0
2022,HarrisX/Harris Poll,2022-07-27,2022-07-28,1885,rv,50.0,50.0
2022,Morning Consult,2022-07-26,2022-07-28,10577,rv,46.0,41.0
2022,OnMessage Inc.,2022-07-26,2022-07-28,800,lv,44.0,45.0
2022,Rasmussen,2022-07-24,2022-07-28,2500,lv,41.0,46.0
2022,Big Village,2022-07-27,2022-07-29,1014,a,41.7,37.5
2022,Big Village,2022-07-27,2022-07-29,823,rv,45.9,42.3
2022,Morning Consult,2022-07-27,2022-07-29,10314,rv,46.0,42.0
2022,YouGov,2022-07-27,2022-07-29,1537,lv,43.0,45.0
2022,Morning Consult,2022-07-28,2022-07-30,10146,rv,46.0,42.0
2022,Morning Consult,2022-07-29,2022-07-31,2006,rv,45.0,43.0
2022,Morning Consult,2022-07-29,2022-07-31,10658,rv,45.0,42.0
2022,InsiderAdvantage,2022-07-31,2022-08-01,800,lv,44.0,45.0
2022,Ipsos,2022-07-21,2022-08-01,1538,a,30.0,30.0
2022,Ipsos,2022-07-21,2022-08-01,884,lv,38.0,40.0
2022,Monmouth,2022-07-28,2022-08-01,808,a,50.0,43.0
2022,Monmouth,2022-07-28,2022-08-01,751,rv,49.0,46.0
2022,Morning Consult,2022-07-30,2022-08-01,10979,rv,45.0,42.0
2022,YouGov,2022-07-28,2022-08-01,1557,a,39.0,32.0
2022,YouGov,2022-07-28,2022-08-01,1153,rv,45.0,39.0
2022,Data for Progress,2022-08-01,2022-08-02,1377,lv,44.0,48.0
2022,Ipsos,2022-08-01,2022-08-02,1004,a,35.0,33.0
2022,Ipsos,2022-08-01,2022-08-02,837,rv,38.84,36.32
2022,Morning Consult,2022-07-31,2022-08-02,10810,rv,45.0,43.0
2022,YouGov,2022-07-30,2022-08-02,1325,rv,44.0,38.7
2022,Morning Consult,2022-08-01,2022-08-03,10267,rv,45.0,43.0
2022,Morning Consult,2022-08-02,2022-08-04,10137,rv,45.0,42.0
2022,Rasmussen,2022-07-31,2022-08-04,2500,lv,43.0,46.0
2022,TIPP,2022-08-02,2022-08-04,1182,rv,46.0,46.0
2022,Morning Consult,2022-08-03,2022-08-05,10122,rv,45.0,42.0
2022,Morning Consult,2022-08-04,2022-08-06,10408,rv,46.0,42.0
2022,Zogby,2022-08-04,2022-08-06,891,lv,44.8,44.3
2022,Leger,2022-08-05,2022-08-07,1002,a,35.0,31.0
2022,Morning Consult,2022-08-05,2022-08-07,2005,rv,44.0,43.0
2022,Morning Consult,2022-08-05,2022-08-07,10595,rv,45.0,42.0
2022,Bullfinch,2022-08-05,2022-08-08,1208,a,44.0,42.0
2022,Bullfinch,2022-08-05,2022-08-08,1008,rv,45.0,44.0
2022,Morning Consult,2022-08-06,2022-08-08,10871,rv,46.0,42.0
2022,Beacon/Shaw,2022-08-06,2022-08-09,1002,rv,41.0,41.0
2022,Morning Consult,2022-08-07,2022-08-09,10500,rv,45.0,42.0
2022,YouGov,2022-08-07,2022-08-09,1331,rv,44.3,38.4
2022,Morning Consult,2022-08-08,2022-08-10,10434,rv,45.0,43.0
2022,Morning Consult,2022-08-09,2022-08-11,8535,lv,47.0,45.0
2022,Rasmussen,2022-08-07,2022-08-11,2500,lv,43.0,46.0
2022,Big Village,2022-08-10,2022-08-12,1006,a,40.9,37.2
2022,Big Village,2022-08-10,2022-08-12,828,rv,46.2,41.8
2022,Morning Consult,2022-08-10,2022-08-12,8693,lv,47.0,45.0
2022,Morning Consult,2022-08-11,2022-08-13,8791,lv,48.0,45.0
2022,Morning Consult,2022-08-12,2022-08-14,2005,rv,46.0,42.0
2022,Morning Consult,2022-08-12,2022-08-14,8938,lv,48.0,45.0
2022,OnMessage Inc.,2022-08-11,2022-08-14,800,lv,43.0,47.0
2022,Pew,2022-08-01,2022-08-14,6929,rv,44.0,42.0
2022,Echelon Insights/GBAO,2022-08-12,2022-08-15,2025,rv,49.0,43.0
2022,Morning Consult,2022-08-13,2022-08-15,9301,lv,47.0,44.0
2022,Hart/POS,2022-08-12,2022-08-16,1000,rv,45.0,47.0
2022,Morning Consult,2022-08-14,2022-08-16,9382,lv,48.0,44.0
2022,Trafalgar Group,2022-08-14,2022-08-16,1091,lv,41.6,46.9
2022,YouGov,2022-08-13,2022-08-16,1331,rv,45.1,38.7
2022,Impact Research,2022-08-10,2022-08-17,1000,lv,40.0,44.0
2022,Morning Consult,2022-08-15,2022-08-17,9382,lv,47.0,45.0
2022,J.L. Partners,2022-08-16,2022-08-18,1023,a,45.0,41.0
2022,Morning Consult,2022-08-16,2022-08-18,9203,lv,48.0,44.0
2022,Rasmussen,2022-08-14,2022-08-18,2500,lv,41.0,46.0
2022,Morning Consult,2022-08-17,2022-08-19,8914,lv,47.0,45.0
2022,Morning Consult,2022-08-18,2022-08-20,8852,lv,48.0,45.0
2022,Cygnal,2022-08-19,2022-08-21,5647,lv,47.2,46.5
2022,Ipsos,2022-08-12,2022-08-21,5049,a,34.0,31.0
2022,Morning Consult,2022-08-19,2022-08-21,2005,rv,47.0,42.0
2022,Morning Consult,2022-08-19,2022-08-21,9057,lv,48.0,45.0
2022,YouGov,2022-08-10,2022-08-21,1796,lv,49.0,45.0
2022,Echelon Insights,2022-08-19,2022-08-22,1054,rv,50.0,42.0
2022,Echelon Insights,2022-08-19,2022-08-22,1054,lv,48.0,44.0
2022,Morning Consult,2022-08-20,2022-08-22,9402,lv,48.0,45.0
2022,POLITICO/Harvard/SSRS,2022-08-05,2022-08-22,1815,rv,47.0,44.0
2022,YouGov,2022-08-18,2022-08-22,1563,a,38.0,33.0
2022,YouGov,2022-08-18,2022-08-22,1188,rv,45.0,39.0
2022,Morning Consult,2022-08-21,2022-08-23,9387,lv,47.0,45.0
2022,NewsNation/Decision Desk HQ,2022-08-22,2022-08-23,1028,rv,42.18,44.98
2022,YouGov,2022-08-20,2022-08-23,1318,rv,43.7,38.5
2022,Emerson,2022-08-23,2022-08-24,1000,rv,43.6,44.6
2022,McLaughlin,2022-08-20,2022-08-24,1000,lv,45.0,45.0
2022,Morning Consult,2022-08-22,2022-08-24,9291,lv,47.0,45.0
2022,Fabrizio/Impact,2022-08-17,2022-08-25,1313,rv,47.0,44.0
2022,Morning Consult,2022-08-23,2022-08-25,8886,lv,48.0,44.0
2022,Rasmussen,2022-08-21,2022-08-25,2500,lv,42.0,47.0
2022,WPAi,2022-08-22,2022-08-25,1000,rv,44.0,42.0
2022,WPAi,2022-08-22,2022-08-25,,lv,47.0,44.0
2022,Big Village,2022-08-24,2022-08-26,1005,a,43.6,35.7
2022,Big Village,2022-08-24,2022-08-26,848,rv,48.3,40.8
2022,Morning Consult,2022-08-24,2022-08-26,8696,lv,48.0,44.0
2022,YouGov,2022-08-24,2022-08-26,1854,lv,45.0,47.0
2022,Morning Consult,2022-08-25,2022-08-27,8685,lv,48.0,45.0
2022,Data for Progress,2022-08-12,2022-08-28,8876,lv,45.0,46.0
2022,Morning Consult,2022-08-26,2022-08-28,2007,rv,47.0,42.0
2022,Morning Consult,2022-08-26,2022-08-28,9177,lv,48.0,44.0
2022,Morning Consult,2022-08-27,2022-08-29,9546,lv,48.0,44.0
2022,Quinnipiac,2022-08-25,2022-08-29,1584,a,46.0,42.0
2022,Quinnipiac,2022-08-25,2022-08-29,1419,rv,47.0,43.0
2022,SurveyMonkey,2022-08-22,2022-08-29,20799,a,39.0,38.0
2022,Morning Consult,2022-08-28,2022-08-30,9377,lv,48.0,45.0
2022,Trafalgar Group,2022-08-28,2022-08-30,1084,lv,41.4,47.2
2022,YouGov,2022-08-28,2022-08-30,1342,rv,46.4,37.7
2022,Morning Consult,2022-08-29,2022-08-31,9039,lv,47.0,45.0
2022,Navigator,2022-08-26,2022-08-31,1001,rv,48.0,43.0
2022,InsiderAdvantage,2022-09-01,2022-09-01,500,lv,44.7,43.5
2022,Marist College,2022-08-29,2022-09-01,1151,rv,48.0,44.0
2022,Morning Consult,2022-08-30,2022-09-01,8724,lv,48.0,45.0
2022,Rasmussen,2022-08-28,2022-09-01,2500,lv,42.0,47.0
2022,Morning Consult,2022-08-31,2022-09-02,8631,lv,47.0,45.0
2022,Morning Consult,2022-09-01,2022-09-03,8731,lv,48.0,45.0
2022,OnMessage Inc.,2022-09-01,2022-09-03,800,lv,44.0,46.0
2022,Morning Consult,2022-09-02,2022-09-04,8909,lv,47.0,45.0
2022,Morning Consult,2022-09-03,2022-09-05,7947,lv,47.0,45.0
2022,Morning Consult,2022-09-04,2022-09-06,7947,lv,47.0,44.0
2022,YouGov,2022-09-03,2022-09-06,1337,rv,44.2,37.5
2022,YouGov,2022-09-02,2022-09-06,1244,rv,45.0,40.0
2022,YouGov,2022-09-02,2022-09-06,1634,a,39.0,34.0
2022,Echelon Insights,2022-08-31,2022-09-07,1228,lv,46.0,46.0
2022,Ipsos,2022-09-06,2022-09-07,1003,a,36.0,34.0
2022,Ipsos,2022-09-06,2022-09-07,806,rv,41.02,38.54
2022,Morning Consult,2022-09-05,2022-09-07,7947,lv,48.0,45.0
2022,"Cor Services, Inc.",2022-09-06,2022-09-08,534,lv,44.0,45.0
2022,HarrisX/Harris Poll,2022-09-07,2022-09-08,1854,rv,51.0,49.0
2022,Morning Consult,2022-09-06,2022-09-08,7947,lv,48.0,45.0
2022,Rasmussen,2022-09-04,2022-09-08,2500,lv,42.0,46.0
2022,Big Village,2022-09-07,2022-09-09,1008,a,41.0,36.8
2022,Big Village,2022-09-07,2022-09-09,857,rv,45.9,40.6
2022,Morning Consult,2022-09-07,2022-09-09,7947,lv,48.0,44.0
2022,TIPP,2022-09-07,2022-09-09,1145,rv,48.0,46.0
2022,Trafalgar Group,2022-09-07,2022-09-09,1081,lv,42.2,47.9
2022,Morning Consult,2022-09-08,2022-09-10,7947,lv,48.0,44.0
2022,Morning Consult,2022-09-09,2022-09-11,8384,lv,48.0,44.0
2022,Morning Consult,2022-09-09,2022-09-11,2006,rv,47.0,42.0
2022,Navigator,2022-09-08,2022-09-11,1001,rv,48.0,42.0
2022,PRRI,2022-09-01,2022-09-11,2523,a,37.0,34.0
2022,PRRI,2022-09-01,2022-09-11,,rv,37.0,36.0
2022,Winston,2022-09-09,2022-09-11,1000,rv,45.0,45.0
2022,Beacon/Shaw,2022-09-09,2022-09-12,1201,rv,44.0,41.0
2022,Ipsos,2022-09-07,2022-09-12,4411,a,37.0,34.0
2022,Morning Consult,2022-09-10,2022-09-12,7947,lv,48.0,45.0
2022,Opinium,2022-09-06,2022-09-12,1832,a,42.0,33.0
2022,Hart/POS,2022-09-09,2022-09-13,1000,rv,46.0,46.0
2022,Ipsos,2022-09-12,2022-09-13,1003,a,37.0,33.0
2022,Ipsos,2022-09-12,2022-09-13,452,lv,41.67,42.89
2022,Ipsos,2022-09-12,2022-09-13,792,rv,42.8,37.5
2022,Morning Consult,2022-09-11,2022-09-13,7947,lv,48.0,45.0
2022,YouGov,2022-09-10,2022-09-13,1307,rv,43.2,39.3
2022,Marquette Law School,2022-09-07,2022-09-14,1448,a,45.0,39.0
2022,Marquette Law School,2022-09-07,2022-09-14,1282,rv,47.0,41.0
2022,Morning Consult,2022-09-12,2022-09-14,7947,lv,48.0,45.0
2022,Siena/NYT,2022-09-06,2022-09-14,1399,rv,46.0,44.0
2022,Siena/NYT,2022-09-06,2022-09-14,1399,lv,47.0,46.0
2022,Data for Progress,2022-08-29,2022-09-15,4258,lv,45.0,47.0
2022,GQR,2022-09-09,2022-09-15,1000,rv,50.0,47.0
2022,Morning Consult,2022-09-13,2022-09-15,7947,lv,48.0,45.0
2022,OnMessage Inc.,2022-09-12,2022-09-15,1600,lv,43.0,46.0
2022,Rasmussen,2022-09-11,2022-09-15,2500,lv,42.0,43.0
2022,Cygnal,2022-09-14,2022-09-16,5196,lv,47.1,46.9
2022,Morning Consult,2022-09-14,2022-09-16,7947,lv,48.0,45.0
2022,Morning Consult,2022-09-15,2022-09-17,7947,lv,48.0,45.0
2022,Morning Consult,2022-09-16,2022-09-18,8430,lv,48.0,44.0
2022,Morning Consult,2022-09-16,2022-09-18,2005,rv,46.0,41.0
2022,Echelon Insights,2022-09-16,2022-09-19,1056,lv,49.0,44.0
2022,Echelon Insights,2022-09-16,2022-09-19,1056,rv,49.0,42.0
2022,Ipsos,2022-09-06,2022-09-19,1564,a,32.0,29.0
2022,Ipsos,2022-09-06,2022-09-19,930,lv,41.0,41.0
2022,Morning Consult,2022-09-17,2022-09-19,7947,lv,48.0,44.0
2022,Premise,2022-09-16,2022-09-19,1703,a,46.0,34.0
2022,Ipsos,2022-09-19,2022-09-20,1004,a,34.0,33.0
2022,Ipsos,2022-09-19,2022-09-20,452,lv,41.8,42.26
2022,Ipsos,2022-09-19,2022-09-20,780,rv,39.74,37.95
2022,Morning Consult,2022-09-18,2022-09-20,7947,lv,48.0,45.0
2022,YouGov,2022-09-17,2022-09-20,1318,rv,45.5,40.5
2022,ABC/Washington Post,2022-09-18,2022-09-21,908,rv,46.0,47.0
2022,ABC/Washington Post,2022-09-18,2022-09-21,,lv,46.0,51.0
2022,Emerson,2022-09-20,2022-09-21,1368,lv,45.2,44.8
2022,Morning Consult,2022-09-19,2022-09-21,7947,lv,47.0,45.0
2022,McLaughlin,2022-09-17,2022-09-22,1000,lv,44.0,48.0
2022,Morning Consult,2022-09-20,2022-09-22,7947,lv,47.0,44.0
2022,Rasmussen,2022-09-18,2022-09-22,2500,lv,42.0,44.0
2022,Big Village,2022-09-21,2022-09-23,1007,a,39.3,37.8
2022,Big Village,2022-09-21,2022-09-23,821,rv,45.6,41.3
2022,Morning Consult,2022-09-21,2022-09-23,7947,lv,48.0,44.0
2022,YouGov,2022-09-21,2022-09-23,1954,lv,45.0,46.0
2022,Morning Consult,2022-09-23,2022-09-24,2005,rv,47.0,41.0
2022,Morning Consult,2022-09-22,2022-09-24,7947,lv,48.0,44.0
2022,Monmouth,2022-09-21,2022-09-25,806,a,44.0,47.0
2022,Monmouth,2022-09-21,2022-09-25,750,rv,45.0,47.0
2022,Morning Consult,2022-09-24,2022-09-25,2005,rv,46.0,41.0
2022,Morning Consult,2022-09-23,2022-09-25,9062,lv,48.0,44.0
2022,Morning Consult,2022-09-23,2022-09-25,2005,rv,45.0,43.0
2022,Selzer,2022-09-20,2022-09-25,563,lv,46.0,42.0
2022,Kaiser Family Foundation,2022-09-15,2022-09-26,1291,rv,47.0,43.0
2022,Morning Consult,2022-09-24,2022-09-26,7947,lv,48.0,44.0
2022,Navigator,2022-09-22,2022-09-26,997,rv,49.0,43.0
2022,Ipsos,2022-09-26,2022-09-27,1004,a,37.0,32.0
2022,Ipsos,2022-09-26,2022-09-27,452,lv,43.93,42.96
2022,Ipsos,2022-09-26,2022-09-27,820,rv,42.2,35.85
2022,Morning Consult,2022-09-25,2022-09-27,7947,lv,48.0,44.0
2022,Susquehanna,2022-09-21,2022-09-27,881,lv,43.0,44.0
2022,Trafalgar Group,2022-09-25,2022-09-27,1084,lv,45.6,51.3
2022,YouGov,2022-09-24,2022-09-27,1341,rv,43.7,44.1
2022,YouGov,2022-09-24,2022-09-27,1055,lv,46.0,47.0
2022,YouGov,2022-09-23,2022-09-27,1566,a,38.0,33.0
2022,YouGov,2022-09-23,2022-09-27,1138,rv,45.0,41.0
2022,Morning Consult,2022-09-27,2022-09-28,2005,rv,45.0,42.0
2022,Morning Consult,2022-09-26,2022-09-28,7947,lv,49.0,44.0
2022,Marist College,2022-09-27,2022-09-29,1562,rv,46.0,44.0
2022,Morning Consult,2022-09-27,2022-09-29,7947,lv,49.0,44.0
2022,NewsNation/Decision Desk HQ,2022-09-26,2022-09-29,1017,rv,44.8,43.79
2022,Rasmussen,2022-09-25,2022-09-29,2500,lv,44.0,45.0
2022,GQR,2022-09-23,2022-09-30,2000,rv,50.0,46.0
2022,Morning Consult,2022-09-28,2022-09-30,7947,lv,49.0,44.0
2022,Morning Consult,2022-09-29,2022-10-01,7947,lv,48.0,44.0
2022,Morning Consult,2022-09-30,2022-10-02,7923,lv,49.0,44.0
2022,Morning Consult,2022-09-30,2022-10-02,2005,rv,46.0,43.0
2022,Data for Progress,2022-09-16,2022-10-03,7380,lv,45.0,47.0
2022,InsiderAdvantage,2022-10-03,2022-10-03,750,lv,44.4,46.5
2022,Ipsos,2022-09-29,2022-10-03,4415,a,37.0,34.0
2022,Morning Consult,2022-10-01,2022-10-03,7947,lv,49.0,44.0
2022,Ipsos,2022-10-03,2022-10-04,1003,a,33.0,32.0
2022,Ipsos,2022-10-03,2022-10-04,452,lv,46.79,40.1
2022,Ipsos,2022-10-03,2022-10-04,776,rv,38.66,38.4
2022,Morning Consult,2022-10-02,2022-10-04,7947,lv,49.0,44.0
2022,YouGov,2022-10-01,2022-10-04,1305,rv,44.7,44.0
2022,YouGov,2022-10-01,2022-10-04,1042,lv,47.0,46.0
2022,CNN/SSRS,2022-09-03,2022-10-05,1577,rv,46.0,43.0
2022,CNN/SSRS,2022-09-03,2022-10-05,1198,lv,50.0,47.0
2022,John Zogby Strategies,2022-10-05,2022-10-05,1006,lv,44.8,42.7
2022,Morning Consult,2022-10-03,2022-10-05,7947,lv,48.0,45.0
2022,Morning Consult,2022-10-04,2022-10-06,7947,lv,48.0,45.0
2022,Rasmussen,2022-10-02,2022-10-06,2500,lv,43.0,47.0
2022,Big Village,2022-10-05,2022-10-07,1005,a,42.5,37.8
2022,Big Village,2022-10-05,2022-10-07,708,lv,50.5,45.1
2022,Morning Consult,2022-10-05,2022-10-07,7947,lv,48.0,45.0
2022,TIPP,2022-10-05,2022-10-07,1158,rv,43.0,42.0
2022,Morning Consult,2022-10-06,2022-10-08,7947,lv,47.0,45.0
2022,Morning Consult,2022-10-07,2022-10-09,8381,lv,48.0,45.0
2022,Morning Consult,2022-10-07,2022-10-09,2006,rv,46.0,42.0
2022,AP-NORC,2022-10-06,2022-10-10,1121,a,41.0,34.0
2022,Morning Consult,2022-10-08,2022-10-10,7947,lv,48.0,46.0
2022,Navigator,2022-10-06,2022-10-10,1000,rv,49.0,44.0
2022,Pioneer Polling/Tarrance,2022-10-08,2022-10-10,1208,lv,46.0,47.0
2022,Ipsos,2022-10-10,2022-10-11,1004,a,36.0,32.0
2022,Ipsos,2022-10-10,2022-10-11,452,lv,42.31,42.56
2022,Ipsos,2022-10-10,2022-10-11,815,rv,41.25,35.76
2022,Morning Consult,2022-10-09,2022-10-11,7947,lv,48.0,45.0
2022,Public Opinion Strategies,2022-10-07,2022-10-11,2000,lv,45.0,43.0
2022,Susquehanna,2022-10-04,2022-10-11,800,lv,48.0,48.0
2022,YouGov,2022-10-08,2022-10-11,1330,rv,46.3,43.7
2022,YouGov,2022-10-08,2022-10-11,1030,lv,48.0,46.0
2022,Beacon/Shaw,2022-10-09,2022-10-12,1206,rv,44.0,41.0
2022,Morning Consult,2022-10-10,2022-10-12,7947,lv,48.0,45.0
2022,Siena/NYT,2022-10-09,2022-10-12,792,lv,45.47,48.51
2022,Siena/NYT,2022-10-09,2022-10-12,792,rv,45.6,46.2
2022,Trafalgar Group,2022-10-10,2022-10-12,1079,lv,42.9,48.2
2022,HarrisX/Harris Poll,2022-10-12,2022-10-13,1031,rv,50.0,50.0
2022,HarrisX/Harris Poll,2022-10-12,2022-10-13,,lv,47.0,53.0
2022,Morning Consult,2022-10-11,2022-10-13,7947,lv,48.0,45.0
2022,Rasmussen,2022-10-09,2022-10-13,2500,lv,41.0,48.0
2022,Morning Consult,2022-10-12,2022-10-14,7947,lv,48.0,45.0
2022,Opinium,2022-10-11,2022-10-14,2000,a,43.0,35.0
2022,YouGov,2022-10-12,2022-10-14,1753,lv,45.0,47.0
2022,Morning Consult,2022-10-13,2022-10-15,7947,lv,48.0,45.0
2022,Hart/POS,2022-10-13,2022-10-16,800,rv,46.0,48.0
2022,Morning Consult,2022-10-14,2022-10-16,8000,lv,48.0,45.0
2022,Morning Consult,2022-10-14,2022-10-16,2005,rv,45.0,44.0
2022,Pew,2022-10-10,2022-10-16,3993,rv,41.0,40.0
2022,McLaughlin,2022-10-12,2022-10-17,1000,lv,43.0,49.0
2022,Monmouth,2022-10-13,2022-10-17,808,a,45.0,49.0
2022,Monmouth,2022-10-13,2022-10-17,756,rv,44.0,50.0
2022,Morning Consult,2022-10-15,2022-10-17,7947,lv,47.0,45.0
2022,YouGov,2022-10-13,2022-10-17,1629,a,38.0,34.0
2022,YouGov,2022-10-13,2022-10-17,1209,rv,46.0,44.0
2022,Data for Progress,2022-10-06,2022-10-18,4576,lv,45.0,48.0
2022,Hart/POS,2022-10-14,2022-10-18,1000,rv,47.0,46.0
2022,Hart/POS,2022-10-14,2022-10-18,797,lv,47.0,48.0
2022,Ipsos,2022-10-17,2022-10-18,1002,a,36.0,35.0
2022,Ipsos,2022-10-17,2022-10-18,452,lv,42.21,45.08
2022,Ipsos,2022-10-17,2022-10-18,813,rv,40.22,39.36
2022,Morning Consult,2022-10-16,2022-10-18,7947,lv,48.0,45.0
2022,SurveyMonkey/PORES,2022-09-15,2022-10-18,108206,lv,49.0,51.0
2022,YouGov,2022-10-16,2022-10-18,1345,rv,45.0,44.0
2022,YouGov,2022-10-16,2022-10-18,1110,lv,46.0,47.0
2022,Emerson,2022-10-18,2022-10-19,1000,rv,40.7,45.6
2022,Morning Consult,2022-10-17,2022-10-19,7947,lv,48.0,45.0
2022,UMass Amherst/YouGov,2022-10-17,2022-10-19,1000,a,43.0,40.0
2022,Winston,2022-10-17,2022-10-19,1300,rv,46.0,44.0
2022,Morning Consult,2022-10-18,2022-10-20,7947,lv,47.0,45.0
2022,Rasmussen,2022-10-16,2022-10-20,2500,lv,43.0,47.0
2022,Cygnal,2022-10-19,2022-10-21,5502,lv,46.9,48.6
2022,Morning Consult,2022-10-19,2022-10-21,7947,lv,47.0,45.0
2022,Morning Consult,2022-10-20,2022-10-22,7947,lv,47.0,45.0
2022,GQR,2022-10-19,2022-10-23,1000,rv,49.0,49.0
2022,Ipsos,2022-10-13,2022-10-23,1540,a,32.0,30.0
2022,Ipsos,2022-10-13,2022-10-23,937,lv,49.0,48.0
2022,Morning Consult,2022-10-21,2022-10-23,7800,lv,48.0,45.0
2022,Morning Consult,2022-10-21,2022-10-23,2005,rv,47.0,42.0
2022,Ipsos,2022-10-18,2022-10-24,4413,a,37.0,34.0
2022,Morning Consult,2022-10-22,2022-10-24,7947,lv,48.0,46.0
2022,Navigator,2022-10-20,2022-10-24,1000,rv,48.0,45.0
2022,Suffolk,2022-10-19,2022-10-24,1000,lv,44.9,49.4
2022,InsiderAdvantage,2022-10-25,2022-10-25,750,lv,43.5,48.2
2022,Ipsos,2022-10-24,2022-10-25,1005,a,34.0,32.0
2022,Ipsos,2022-10-24,2022-10-25,452,lv,45.62,44.33
2022,Ipsos,2022-10-24,2022-10-25,764,rv,40.31,39.14
2022,Morning Consult,2022-10-23,2022-10-25,7947,lv,48.0,46.0
2022,YouGov,2022-10-22,2022-10-25,1335,rv,46.1,42.3
2022,YouGov,2022-10-22,2022-10-25,1114,lv,49.0,45.0
2022,Big Village,2022-10-24,2022-10-26,1006,a,41.8,38.1
2022,Big Village,2022-10-24,2022-10-26,713,lv,50.3,46.0
2022,Echelon Insights,2022-10-24,2022-10-26,1014,lv,48.0,46.0
2022,Echelon Insights,2022-10-24,2022-10-26,1014,rv,48.0,45.0
2022,Fabrizio/Impact,2022-10-22,2022-10-26,1500,rv,44.0,46.0
2022,Morning Consult,2022-10-24,2022-10-26,7947,lv,47.0,46.0
2022,Data for Progress,2022-10-26,2022-10-27,1217,lv,45.0,49.0
2022,Marist College,2022-10-24,2022-10-27,1469,rv,46.0,46.0
2022,Morning Consult,2022-10-25,2022-10-27,7947,lv,47.0,46.0
2022,Public Opinion Strategies,2022-10-24,2022-10-27,1000,rv,53.0,47.0
2022,Rasmussen,2022-10-23,2022-10-27,2500,lv,42.0,49.0
2022,Trafalgar Group,2022-10-25,2022-10-27,1089,lv,42.4,48.2
2022,Tufts,2022-10-25,2022-10-27,642,lv,48.0,47.0
2022,WPAi,2022-10-24,2022-10-27,1434,rv,46.0,48.0
2022,Impact Research,2022-10-21,2022-10-28,800,lv,38.0,40.0
2022,Morning Consult,2022-10-26,2022-10-28,7947,lv,46.0,46.0
2022,YouGov,2022-10-26,2022-10-28,1899,lv,45.0,47.0
2022,Morning Consult,2022-10-27,2022-10-29,7947,lv,46.0,47.0
2022,Benenson,2022-10-27,2022-10-30,1000,v,42.0,44.0
2022,Cygnal,2022-10-28,2022-10-30,2015,lv,46.9,50.0
2022,Morning Consult,2022-10-28,2022-10-30,6974,lv,46.0,46.0
2022,Quinnipiac,2022-10-26,2022-10-30,2203,a,44.0,46.0
2022,Quinnipiac,2022-10-26,2022-10-30,2010,rv,44.0,48.0
2022,CNN/SSRS,2022-10-26,2022-10-31,1290,rv,46.0,47.0
2022,CNN/SSRS,2022-10-26,2022-10-31,992,lv,47.0,51.0
2022,Data for Progress,2022-10-28,2022-10-31,1276,lv,47.0,51.0
2022,Morning Consult,2022-10-28,2022-10-31,2005,rv,47.0,42.0
2022,NewsNation/Decision Desk HQ,2022-10-28,2022-10-31,1017,rv,43.44,44.67
2022,YouGov,2022-10-27,2022-10-31,1172,rv,46.0,44.0
2022,Ipsos,2022-10-31,2022-11-01,1004,a,37.0,36.0
2022,Ipsos,2022-10-31,2022-11-01,801,rv,43.0,40.0
2022,Ipsos,2022-10-31,2022-11-01,452,lv,48.35,45.82
